terror,placebo,pintr,pintr_placebo,male,age,edu,party,O_sd,C_sd,E_sd,A_sd,N_sd,optrt5o1,optrt5o2,optrt5o3
1,1,-0,2,0,24,4,10,-0.430794868276747,0.014897540238695073,0.09704007886863153,-0.3921394977604496,0.38526770480453915,3,3,4
NA,1,1,1,1,71,7,-8,-0.16082198787268154,-0.13780872439933817,-0.4683737402733254,-0.5572347060776893,-0.11982744090469175,3,4,5
NA,1,1,1,0,69,3,-8,0.9190695337435804,0.625722598790828,-0.044313375916857696,0.2682413355085094,0.38526770480453915,6,7,7
NA,1,2,2,1,57,2,1,-0.0258355476706488,-0.13780872439933817,-0.4683737402733254,-0.06194908112597008,-0.3723750137593072,6,3,4
NA,1,2,2,0,54,1,-8,-0.5657813084787797,-0.7486337829514711,0.09704007886863153,0.4333365438257492,-0.11982744090469175,2,4,3
NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,3,1,57,2,-8,0.9190695337435804,-0.2905149890373714,-0.3270202854878361,-0.5572347060776893,0.13272013194992371,6,7,7
0,1,-0,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,1,2,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,-0,1,0,56,8,-1,-0.430794868276747,-0.13780872439933817,-0.4683737402733254,0.10314612719126968,0.13272013194992371,3,4,3
NA,NA,1,1,0,37,4,1,0.3791237729354494,0.014897540238695073,-0.044313375916857696,0.2682413355085094,0.13272013194992371,5,5,6
NA,1,2,2,1,48,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,2,2,0,40,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,2,1,56,4,-8,0.6490966533395148,0.32031006951476154,0.09704007886863153,-0.22704428944320984,-0.2461012273319995,6,6,6
NA,NA,1,NA,0,33,7,-8,-0.7007677486808125,-0.7486337829514711,-0.1856668307023469,-1.2176155393466483,0.13272013194992371,3,2,3
NA,NA,2,2,1,64,7,3,0.10915089253138394,-0.4432212536754046,0.8038073527960776,0.10314612719126968,0.38526770480453915,3,6,5
NA,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,-0,0,28,2,-1,0.5141102131374822,-0.13780872439933817,-0.044313375916857696,0.10314612719126968,0.2589939183772314,4,7,6
0,NA,1,1,0,68,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,2,2,1,76,8,-8,0.5141102131374822,0.625722598790828,1.086514262367056,0.2682413355085094,-0.8774701594685381,6,6,5
NA,1,1,1,0,76,12,-8,-0.16082198787268154,0.47301633415279476,-0.7510806498443038,0.7635269604602287,-0.3723750137593072,3,3,6
NA,NA,NA,1,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,2,1,1,58,10,-8,0.10915089253138394,0.7784288634288612,-0.7510806498443038,0.5984317521429889,-0.8774701594685381,4,3,7
NA,1,2,2,0,55,4,-8,0.3791237729354494,0.1676038048767283,0.5211004432250992,-0.06194908112597008,-0.49864880018661495,6,5,5
NA,1,1,1,1,30,2,-8,-0.29580842807471425,0.014897540238695073,-0.1856668307023469,-0.7223299143949291,-0.49864880018661495,4,3,4
NA,1,3,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,2,2,0,75,5,-8,NA,NA,NA,NA,NA,1,NA,1
NA,NA,1,2,1,65,12,-8,-0.29580842807471425,-1.0540463122275376,0.09704007886863153,-0.5572347060776893,-0.2461012273319995,4,4,3
NA,NA,1,2,0,64,12,-8,NA,NA,0.23839353365412075,NA,NA,7,NA,7
NA,1,2,3,1,66,7,-8,-0.16082198787268154,-0.4432212536754046,0.6624538980105884,-0.06194908112597008,-0.3723750137593072,5,2,5
NA,1,2,3,0,59,7,-8,-0.430794868276747,0.47301633415279476,-0.044313375916857696,0.7635269604602287,0.006446345522615976,3,3,4
1,NA,3,2,0,80,3,-8,-0.8357541888828451,-0.9013400475895043,-0.1856668307023469,-0.7223299143949291,0.2589939183772314,3,2,2
1,NA,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,-0,1,75,12,-8,-0.9707406290848779,0.014897540238695073,-0.1856668307023469,-0.3921394977604496,-0.7511963730412304,3,1,2
NA,NA,1,-0,0,71,12,10,-0.5657813084787797,-1.359458841503604,-0.3270202854878361,-0.22704428944320984,0.13272013194992371,3,3,3
NA,NA,1,-0,0,61,4,-1,0.10915089253138394,0.1676038048767283,-0.6097271950588146,0.2682413355085094,0.2589939183772314,5,5,4
NA,NA,NA,1,1,59,1,-7,-0.16082198787268154,-0.9013400475895043,-0.6097271950588146,-0.22704428944320984,0.006446345522615976,4,4,4
NA,NA,1,-0,1,29,2,2,0.6490966533395148,-0.13780872439933817,0.5211004432250992,0.2682413355085094,-0.7511963730412304,6,5,7
NA,NA,1,1,0,27,2,2,-0.0258355476706488,-0.2905149890373714,-0.3270202854878361,0.10314612719126968,0.2589939183772314,4,5,4
NA,NA,1,1,0,80,12,-8,0.10915089253138394,-0.4432212536754046,0.23839353365412075,-0.8874251227121689,0.5115414912318469,5,5,4
NA,NA,2,1,0,49,4,-8,0.5141102131374822,0.1676038048767283,-0.044313375916857696,0.10314612719126968,0.006446345522615976,6,5,6
NA,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,2,1,91,7,-8,-0.29580842807471425,-0.5959275183134378,0.37974698843960997,-0.3921394977604496,-0.49864880018661495,3,3,5
NA,NA,1,1,0,82,12,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,51,4,-7,0.10915089253138394,0.625722598790828,-0.1856668307023469,0.5984317521429889,-0.6249225866139226,6,4,4
NA,NA,NA,1,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,3,0,60,4,-1,0.10915089253138394,0.014897540238695073,-0.044313375916857696,0.2682413355085094,0.13272013194992371,5,5,4
1,NA,NA,NA,1,54,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,2,1,63,12,10,0.10915089253138394,0.7784288634288612,-0.6097271950588146,0.5984317521429889,-0.49864880018661495,4,3,7
1,1,2,2,0,59,7,6,-0.16082198787268154,0.7784288634288612,-0.044313375916857696,0.7635269604602287,0.5115414912318469,4,4,4
NA,0,3,2,0,77,12,-8,1.054055973945613,0.32031006951476154,0.23839353365412075,-0.22704428944320984,0.13272013194992371,7,7,7
NA,0,3,3,1,75,4,-8,0.10915089253138394,-0.2905149890373714,-1.0337875594152823,-0.8874251227121689,-0.7511963730412304,7,1,6
NA,0,1,2,1,73,6,2,0.10915089253138394,-0.4432212536754046,-0.1856668307023469,0.4333365438257492,0.006446345522615976,4,5,5
NA,0,1,1,0,75,12,3,0.5141102131374822,0.7784288634288612,0.09704007886863153,0.4333365438257492,0.7640890640864624,7,3,7
NA,NA,2,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,-0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,-0,0,44,6,2,0.24413733273341667,0.7784288634288612,0.8038073527960776,0.7635269604602287,-0.2461012273319995,7,5,3
1,NA,1,NA,1,20,6,11,0.3791237729354494,0.32031006951476154,0.6624538980105884,0.5984317521429889,0.006446345522615976,4,6,6
NA,1,1,2,1,61,12,2,0.10915089253138394,0.47301633415279476,0.23839353365412075,0.2682413355085094,-0.11982744090469175,4,5,5
NA,1,-0,2,0,58,12,-8,-0.9707406290848779,-0.13780872439933817,-0.4683737402733254,0.10314612719126968,0.8903628505137701,2,2,2
NA,NA,2,2,0,30,6,-8,0.24413733273341667,0.1676038048767283,0.5211004432250992,-0.06194908112597008,0.7640890640864624,4,4,7
NA,1,1,-0,0,64,7,6,0.24413733273341667,0.1676038048767283,0.5211004432250992,0.10314612719126968,-0.6249225866139226,5,5,5
NA,1,2,2,1,67,7,-8,0.24413733273341667,-0.2905149890373714,0.09704007886863153,0.5984317521429889,-0.7511963730412304,4,5,6
NA,0,2,2,0,56,8,-8,0.10915089253138394,-0.2905149890373714,0.37974698843960997,0.10314612719126968,0.7640890640864624,5,5,4
NA,0,2,2,1,55,7,-8,0.3791237729354494,0.32031006951476154,0.9451608075815668,0.10314612719126968,-0.2461012273319995,5,6,5
NA,0,2,2,1,30,2,10,0.9190695337435804,-0.2905149890373714,-0.044313375916857696,0.4333365438257492,0.2589939183772314,6,7,7
NA,1,1,1,1,60,12,-1,-1.1057270692869106,0.32031006951476154,0.09704007886863153,-0.5572347060776893,-0.6249225866139226,3,1,1
NA,1,1,1,0,57,4,-8,-0.7007677486808125,-0.13780872439933817,-0.3270202854878361,-0.22704428944320984,0.6378152776591546,2,3,3
NA,NA,1,NA,0,20,6,11,-0.0258355476706488,0.1676038048767283,-0.044313375916857696,0.10314612719126968,0.8903628505137701,4,3,6
1,0,3,2,0,37,7,-8,-0.430794868276747,0.1676038048767283,-0.892434104629793,-0.22704428944320984,0.5115414912318469,4,2,4
1,NA,2,NA,1,41,4,1,0.10915089253138394,0.32031006951476154,-0.7510806498443038,0.2682413355085094,-0.2461012273319995,4,5,5
NA,NA,2,1,0,53,1,-8,0.10915089253138394,0.47301633415279476,-0.4683737402733254,0.2682413355085094,-0.3723750137593072,4,6,4
NA,NA,2,NA,0,22,2,-8,0.5141102131374822,-0.4432212536754046,0.37974698843960997,0.10314612719126968,0.6378152776591546,5,6,6
NA,NA,-0,1,0,47,8,2,0.3791237729354494,0.625722598790828,0.37974698843960997,0.4333365438257492,0.2589939183772314,7,4,5
NA,NA,1,NA,0,21,2,-1,-0.0258355476706488,0.1676038048767283,0.23839353365412075,-0.22704428944320984,0.2589939183772314,4,4,5
NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,2,2,1,76,12,-8,-0.5657813084787797,-1.0540463122275376,-0.4683737402733254,-0.7223299143949291,0.006446345522615976,4,1,4
NA,0,2,-0,0,72,8,-8,-0.7007677486808125,-0.4432212536754046,-0.1856668307023469,0.10314612719126968,0.6378152776591546,3,2,3
0,1,2,1,1,44,6,-8,-0.29580842807471425,0.014897540238695073,-0.4683737402733254,0.4333365438257492,-0.3723750137593072,5,2,4
NA,1,1,2,1,73,12,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,1,0,72,10,-8,NA,NA,-0.1856668307023469,-0.8874251227121689,-0.11982744090469175,3,NA,1
0,NA,2,2,1,70,10,-8,0.3791237729354494,-0.4432212536754046,-0.044313375916857696,0.4333365438257492,-0.6249225866139226,4,6,6
0,NA,2,2,0,69,12,-8,NA,0.7784288634288612,-0.3270202854878361,0.2682413355085094,0.6378152776591546,NA,5,3
0,1,2,2,0,88,12,10,-0.5657813084787797,0.47301633415279476,0.5211004432250992,0.7635269604602287,-0.3723750137593072,4,1,4
0,NA,2,3,1,92,12,-1,-1.375699949690976,-1.0540463122275376,-0.6097271950588146,-1.2176155393466483,-0.2461012273319995,1,1,1
0,NA,2,2,0,60,8,-1,0.3791237729354494,0.7784288634288612,-0.6097271950588146,0.10314612719126968,1.2691842097956931,4,5,7
0,0,2,2,0,87,8,2,-0.9707406290848779,-0.2905149890373714,-1.0337875594152823,0.5984317521429889,-0.11982744090469175,1,3,2
0,0,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,-0,NA,0,89,12,10,-0.0258355476706488,-0.7486337829514711,0.6624538980105884,-1.3827107476638882,0.006446345522615976,4,4,5
NA,0,NA,-0,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,3,1,44,2,-8,NA,0.7784288634288612,NA,0.5984317521429889,NA,NA,7,7
0,0,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,2,0,56,4,-8,0.10915089253138394,0.1676038048767283,-0.1856668307023469,-0.3921394977604496,0.13272013194992371,5,5,4
0,NA,2,2,1,51,4,-8,1.054055973945613,0.47301633415279476,-0.044313375916857696,0.7635269604602287,-0.8774701594685381,7,7,7
0,NA,1,1,1,85,6,-8,-0.16082198787268154,-0.5959275183134378,-0.1856668307023469,-0.3921394977604496,-0.3723750137593072,3,4,5
0,NA,1,-0,0,80,12,-8,NA,-0.13780872439933817,-0.044313375916857696,-0.22704428944320984,0.13272013194992371,5,NA,5
NA,NA,1,-0,1,34,4,10,0.24413733273341667,-0.13780872439933817,-0.044313375916857696,-0.5572347060776893,-0.2461012273319995,5,5,5
NA,NA,2,NA,0,34,NA,-8,0.24413733273341667,0.1676038048767283,0.5211004432250992,0.4333365438257492,-0.49864880018661495,5,5,5
NA,NA,2,2,1,48,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,0,40,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,1,0,55,4,-8,0.7840830935415476,-0.2905149890373714,0.9451608075815668,0.10314612719126968,0.13272013194992371,5,7,7
1,NA,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,2,1,49,4,10,0.24413733273341667,-0.7486337829514711,0.09704007886863153,-0.22704428944320984,-0.11982744090469175,5,5,5
NA,NA,-0,-0,1,46,4,10,-0.16082198787268154,-0.5959275183134378,-1.0337875594152823,-0.22704428944320984,-0.11982744090469175,3,3,6
NA,NA,2,2,1,58,12,-8,0.10915089253138394,0.32031006951476154,0.37974698843960997,-0.06194908112597008,-0.3723750137593072,5,5,4
0,NA,2,2,0,50,7,-8,-0.0258355476706488,0.625722598790828,-0.6097271950588146,0.4333365438257492,0.7640890640864624,3,7,3
0,NA,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,0,64,4,-8,-0.5657813084787797,-0.4432212536754046,-0.4683737402733254,-1.0525203310294087,0.5115414912318469,3,3,3
0,NA,3,3,0,70,6,-8,0.24413733273341667,-0.13780872439933817,-0.1856668307023469,-2.043091580932847,0.38526770480453915,7,7,1
1,NA,-0,1,1,58,12,-1,-0.16082198787268154,0.7784288634288612,-0.1856668307023469,0.7635269604602287,-1.003743945895846,4,1,7
NA,NA,2,1,0,68,6,-8,-0.0258355476706488,-0.13780872439933817,0.23839353365412075,-0.5572347060776893,0.006446345522615976,3,5,5
NA,NA,1,2,1,46,7,-8,0.3791237729354494,-0.13780872439933817,0.09704007886863153,0.2682413355085094,-0.7511963730412304,4,6,6
NA,NA,1,1,0,46,7,2,-0.5657813084787797,-0.5959275183134378,-0.1856668307023469,-0.06194908112597008,0.8903628505137701,3,4,2
NA,0,1,-0,0,55,8,1,0.7840830935415476,0.7784288634288612,0.09704007886863153,0.7635269604602287,-0.2461012273319995,6,6,7
NA,0,-0,-0,1,51,9,10,0.24413733273341667,0.014897540238695073,-0.7510806498443038,0.7635269604602287,0.38526770480453915,6,4,5
NA,0,-0,-0,1,27,6,-8,0.3791237729354494,0.014897540238695073,-0.1856668307023469,-0.06194908112597008,0.006446345522615976,5,5,6
NA,0,1,-0,0,24,4,1,0.24413733273341667,0.47301633415279476,0.09704007886863153,0.5984317521429889,-0.3723750137593072,5,4,6
0,NA,1,-0,0,56,12,-8,-0.7007677486808125,-0.7486337829514711,0.37974698843960997,-0.5572347060776893,-0.2461012273319995,3,2,3
0,NA,2,1,0,84,12,-8,-0.0258355476706488,-0.5959275183134378,-0.1856668307023469,-0.3921394977604496,-0.2461012273319995,4,4,5
0,NA,2,3,1,43,2,-8,-0.16082198787268154,0.32031006951476154,-1.0337875594152823,0.2682413355085094,-0.11982744090469175,4,3,5
NA,1,2,2,1,77,4,-8,0.3791237729354494,0.32031006951476154,-0.044313375916857696,0.4333365438257492,-0.3723750137593072,5,5,6
NA,NA,1,1,0,72,12,-8,-0.0258355476706488,-1.0540463122275376,-0.044313375916857696,-0.22704428944320984,0.006446345522615976,3,5,5
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,1,0,80,3,10,0.6490966533395148,-0.5959275183134378,0.6624538980105884,0.4333365438257492,-1.003743945895846,4,7,7
NA,NA,2,2,1,47,7,-1,0.7840830935415476,0.7784288634288612,0.37974698843960997,0.4333365438257492,-0.6249225866139226,7,5,7
NA,NA,1,-0,0,47,7,10,1.054055973945613,0.1676038048767283,1.086514262367056,0.7635269604602287,-0.3723750137593072,7,7,7
1,NA,2,2,1,63,12,-8,-0.16082198787268154,0.625722598790828,0.9451608075815668,-0.22704428944320984,-0.11982744090469175,5,3,4
1,NA,1,1,0,64,7,-8,-0.29580842807471425,-0.9013400475895043,0.9451608075815668,-0.3921394977604496,-0.3723750137593072,4,4,3
1,NA,-0,1,0,38,8,-8,0.5141102131374822,0.47301633415279476,0.9451608075815668,0.10314612719126968,0.006446345522615976,5,7,5
NA,NA,2,2,0,43,12,1,0.5141102131374822,-1.2067525768655707,0.37974698843960997,0.2682413355085094,0.5115414912318469,5,5,7
NA,NA,-0,NA,0,21,7,-1,-0.8357541888828451,0.32031006951476154,0.23839353365412075,-0.06194908112597008,0.2589939183772314,3,2,2
NA,NA,2,2,1,49,12,-8,-0.7007677486808125,-0.5959275183134378,-0.6097271950588146,0.2682413355085094,-0.3723750137593072,2,3,3
NA,NA,2,NA,1,22,7,-1,0.24413733273341667,-0.4432212536754046,-0.044313375916857696,0.2682413355085094,-0.2461012273319995,5,6,4
NA,NA,2,1,0,51,12,10,0.24413733273341667,0.47301633415279476,0.6624538980105884,0.5984317521429889,-0.2461012273319995,4,4,7
0,NA,1,1,0,62,7,-8,0.24413733273341667,0.32031006951476154,0.37974698843960997,0.5984317521429889,0.006446345522615976,3,7,5
0,NA,-0,-0,1,50,6,-8,-0.0258355476706488,-0.2905149890373714,-0.6097271950588146,-0.3921394977604496,-0.8774701594685381,4,4,5
NA,NA,-0,-0,1,76,12,-8,-1.375699949690976,-1.0540463122275376,-0.6097271950588146,-1.2176155393466483,-0.2461012273319995,1,1,1
NA,NA,1,1,0,76,12,-8,0.10915089253138394,-0.13780872439933817,0.23839353365412075,0.7635269604602287,0.5115414912318469,7,1,6
NA,NA,1,1,0,48,NA,1,-0.29580842807471425,0.47301633415279476,0.09704007886863153,0.5984317521429889,0.2589939183772314,3,3,5
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,-0,1,67,12,-8,-0.5657813084787797,-0.13780872439933817,0.23839353365412075,-0.22704428944320984,0.5115414912318469,7,1,1
NA,NA,2,1,0,65,12,-8,-0.430794868276747,-0.5959275183134378,1.086514262367056,-0.22704428944320984,-0.3723750137593072,4,4,2
NA,NA,2,2,1,48,6,-8,-0.430794868276747,0.625722598790828,-0.6097271950588146,-0.5572347060776893,0.2589939183772314,3,4,3
NA,NA,2,3,0,45,12,-8,0.10915089253138394,-0.2905149890373714,-0.044313375916857696,-0.5572347060776893,0.6378152776591546,4,5,5
NA,NA,1,-0,0,27,7,-8,-0.0258355476706488,-0.2905149890373714,0.5211004432250992,-0.5572347060776893,-0.6249225866139226,4,4,5
NA,NA,2,NA,1,22,7,-8,0.5141102131374822,0.1676038048767283,0.5211004432250992,-1.2176155393466483,-0.2461012273319995,5,6,6
NA,NA,2,2,1,58,7,-8,0.6490966533395148,0.47301633415279476,0.8038073527960776,-0.3921394977604496,-0.3723750137593072,6,6,6
NA,NA,1,1,0,46,7,3,-0.8357541888828451,0.47301633415279476,-0.1856668307023469,-0.06194908112597008,-0.6249225866139226,4,1,2
NA,NA,1,2,1,47,4,-8,-0.5657813084787797,0.625722598790828,-0.3270202854878361,0.4333365438257492,-0.11982744090469175,3,4,2
NA,NA,-0,1,0,45,6,1,0.24413733273341667,0.7784288634288612,-0.1856668307023469,0.7635269604602287,0.13272013194992371,5,5,5
NA,NA,1,NA,1,20,7,-8,0.10915089253138394,0.014897540238695073,-0.3270202854878361,0.10314612719126968,0.2589939183772314,5,4,5
NA,NA,1,1,1,74,10,-8,-0.29580842807471425,0.32031006951476154,-0.4683737402733254,-0.06194908112597008,-0.11982744090469175,3,4,4
NA,NA,1,1,0,73,6,-8,0.10915089253138394,-1.0540463122275376,-0.4683737402733254,-0.5572347060776893,-0.3723750137593072,4,4,6
NA,NA,1,1,0,59,5,-8,-0.5657813084787797,-0.9013400475895043,-0.3270202854878361,0.2682413355085094,0.38526770480453915,2,4,3
1,0,2,2,0,77,12,-8,0.24413733273341667,-0.4432212536754046,0.37974698843960997,0.5984317521429889,-0.3723750137593072,5,4,6
1,NA,1,2,0,81,7,-8,-0.430794868276747,-0.2905149890373714,0.23839353365412075,-0.3921394977604496,0.13272013194992371,3,2,5
1,NA,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2,1,50,12,-8,0.5141102131374822,0.7784288634288612,0.8038073527960776,0.5984317521429889,-0.2461012273319995,5,5,7
NA,NA,2,1,0,45,3,-8,0.6490966533395148,-0.13780872439933817,1.086514262367056,0.5984317521429889,-0.11982744090469175,5,7,6
1,NA,1,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,-0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,1,0,73,12,-8,0.5141102131374822,0.32031006951476154,-0.3270202854878361,0.2682413355085094,-0.11982744090469175,5,5,7
NA,NA,1,-0,0,47,12,-1,0.10915089253138394,0.625722598790828,0.23839353365412075,0.4333365438257492,-0.49864880018661495,5,4,5
NA,NA,1,-0,0,25,9,10,0.10915089253138394,0.32031006951476154,0.23839353365412075,-0.22704428944320984,1.1429104233683856,7,1,6
NA,NA,2,1,1,53,4,-1,0.9190695337435804,0.1676038048767283,0.5211004432250992,-0.06194908112597008,-0.2461012273319995,6,7,7
NA,NA,1,2,1,65,10,-8,-0.29580842807471425,0.47301633415279476,-0.892434104629793,-0.7223299143949291,0.7640890640864624,4,5,2
NA,1,NA,2,1,58,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,2,1,0,52,12,-1,-0.0258355476706488,0.014897540238695073,0.37974698843960997,-0.3921394977604496,0.006446345522615976,4,5,4
NA,1,NA,3,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,2,1,0,80,12,-8,-0.29580842807471425,0.7784288634288612,-0.1856668307023469,NA,1.0166366369410778,1,5,5
1,NA,-0,-0,0,61,4,-1,-0.29580842807471425,-1.359458841503604,-0.3270202854878361,-0.5572347060776893,0.006446345522615976,3,4,4
NA,1,1,-0,1,66,4,3,-0.0258355476706488,-0.2905149890373714,-0.1856668307023469,-1.0525203310294087,0.13272013194992371,5,3,5
NA,1,1,-0,0,61,4,3,0.24413733273341667,-0.4432212536754046,0.5211004432250992,0.4333365438257492,0.38526770480453915,5,4,6
NA,NA,1,2,0,76,11,-8,-0.29580842807471425,0.1676038048767283,-0.044313375916857696,0.10314612719126968,0.2589939183772314,5,5,1
NA,NA,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,0,64,12,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,-0,1,59,12,-1,NA,-0.7486337829514711,NA,-1.2176155393466483,NA,2,1,NA
NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,73,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,2,0,66,4,-8,0.3791237729354494,0.1676038048767283,0.5211004432250992,-0.22704428944320984,-0.11982744090469175,4,6,6
NA,NA,2,3,1,55,1,-8,0.5141102131374822,0.47301633415279476,0.6624538980105884,-0.8874251227121689,-0.6249225866139226,6,5,6
NA,NA,3,2,0,56,1,-8,0.6490966533395148,0.32031006951476154,1.086514262367056,0.2682413355085094,-0.6249225866139226,6,6,6
NA,NA,1,3,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,1,53,7,10,0.3791237729354494,0.625722598790828,-0.044313375916857696,0.5984317521429889,-0.7511963730412304,6,4,6
1,1,-0,1,0,55,7,10,0.5141102131374822,0.47301633415279476,-0.6097271950588146,0.10314612719126968,0.5115414912318469,5,6,6
NA,NA,2,-0,1,36,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,2,0,37,7,10,0.5141102131374822,0.625722598790828,0.8038073527960776,0.5984317521429889,-0.11982744090469175,6,6,5
NA,NA,1,-0,1,44,6,-8,-0.0258355476706488,0.32031006951476154,-0.044313375916857696,-0.5572347060776893,-0.7511963730412304,6,2,5
NA,NA,-0,-0,0,42,9,-1,-0.16082198787268154,0.7784288634288612,-1.0337875594152823,-0.22704428944320984,0.13272013194992371,6,1,5
NA,NA,NA,2,1,81,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,2,0,56,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2,0,77,12,-8,1.054055973945613,0.625722598790828,-0.044313375916857696,0.4333365438257492,-0.2461012273319995,7,7,7
1,NA,3,3,1,58,2,-8,0.10915089253138394,0.014897540238695073,0.6624538980105884,0.4333365438257492,-0.3723750137593072,3,7,4
1,NA,2,2,0,58,2,-1,0.10915089253138394,0.32031006951476154,0.6624538980105884,-0.06194908112597008,0.006446345522615976,5,3,6
1,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2,0,59,7,-8,-0.0258355476706488,0.014897540238695073,-0.4683737402733254,-0.3921394977604496,0.38526770480453915,3,6,4
NA,NA,1,-0,0,26,1,-8,0.24413733273341667,-0.2905149890373714,0.37974698843960997,-0.06194908112597008,0.006446345522615976,6,4,5
NA,NA,1,NA,1,24,4,-8,0.10915089253138394,-0.2905149890373714,0.37974698843960997,-0.06194908112597008,0.006446345522615976,5,4,5
1,NA,3,2,1,71,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,3,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,2,1,84,12,-8,-0.0258355476706488,0.7784288634288612,-0.1856668307023469,0.4333365438257492,-0.7511963730412304,5,3,5
0,NA,1,1,0,62,NA,10,0.10915089253138394,0.7784288634288612,0.6624538980105884,0.7635269604602287,-1.003743945895846,3,6,5
0,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
