pintr_dif,polint_pre,polint_post,O_sd,C_sd,E_sd,A_sd,N_sd,male,age,education,ideology,W3_f15771a,W3_f15771f,W3_f15770d
0,3,3,-0.2760173345778515,-0.19353314569793348,0.02816534963591646,0.03843280315177083,-0.15385307568886453,0,41,13,5,8,3,5
0,3,3,-0.8164641895012438,0.630014878958793,-0.3537754302614303,-0.06954786008271732,-0.15385307568886453,0,39,8,6,3,3,4
0,2,2,-0.5462407620395476,0.39471544334258546,0.12365054461025315,0.4703554560897234,-0.33051732583978344,0,26,5,0,3,5,5
0,3,3,0.17435504452497544,-0.42883258131414104,-0.449260625235767,-0.3934898497861818,0.37613967476389226,1,41,10,8,8,7,6
NA,NA,NA,NA,NA,NA,NA,NA,1,36,13,7,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,1,59,5,NA,NA,NA,NA
0,4,4,0.534652947807237,0.5123651611506892,0.12365054461025315,-0.17752852331720548,0.11114329953751388,1,39,13,4,6,9,10
NA,NA,NA,NA,NA,NA,NA,NA,1,18,3,NA,NA,NA,NA
0,4,4,0.17435504452497544,-0.5464822991222449,0.12365054461025315,-0.2855091865516936,0.37613967476389226,1,65,7,3,7,7,7
NA,3,NA,NA,NA,NA,NA,NA,0,79,5,8,NA,NA,NA
NA,NA,4,0.35450399616610623,0.15941600772637787,0.6010765194819366,0.5783361193242116,-0.5071815759907023,1,45,11,2,9,9,5
0,4,4,-0.636315237860113,0.04176628991827409,1.0785024943536201,-1.365315818896575,-0.06552095061340506,0,52,13,2,4,2,6
NA,3,NA,NA,NA,NA,NA,NA,1,21,8,5,NA,NA,NA
0,3,3,-0.0958683829367207,-0.42883258131414104,-0.5447458202101036,-0.3934898497861818,-0.6838458261416214,1,69,5,3,4,6,8
1,4,3,-0.0958683829367207,0.15941600772637787,-0.2582902352870936,-0.2855091865516936,0.4644717998393518,0,64,4,5,1,9,8
0,4,4,-0.2760173345778515,0.5123651611506892,0.41010612953326325,0.3623747928552353,-0.33051732583978344,0,49,5,9,1,8,7
NA,NA,NA,NA,NA,NA,NA,NA,0,49,7,NA,NA,NA,NA
0,3,3,0.17435504452497544,0.7476645967668968,0.41010612953326325,0.03843280315177083,-0.5955137010661619,1,48,10,5,6,7,8
NA,NA,NA,NA,NA,NA,NA,NA,0,69,9,5,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,1,24,5,8,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,20,3,6,NA,NA,NA
0,3,3,-0.5462407620395476,0.27706572553448167,-0.16280504031275692,0.3623747928552353,0.2878075496884328,1,37,10,8,2,6,5
-1,2,3,-0.636315237860113,-0.0758834278898297,0.5055913245075999,-0.2855091865516936,-0.15385307568886453,0,49,3,3,3,6,3
0,4,4,-0.18594285875728608,0.15941600772637787,-0.16280504031275692,-0.06954786008271732,-0.5071815759907023,1,64,12,3,5,6,6
NA,4,NA,NA,NA,NA,NA,NA,0,65,12,8,NA,NA,NA
1,4,3,-0.45616628621898225,-0.31118286350603724,-0.5447458202101036,-0.3934898497861818,0.906132425216649,1,73,11,9,4,5,5
0,3,3,0.8949508510894986,-0.19353314569793348,0.21913573958458984,-0.17752852331720548,-0.15385307568886453,0,70,13,5,10,10,9
NA,NA,NA,NA,NA,NA,NA,NA,1,27,11,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,24,5,7,NA,NA,NA
0,3,3,-0.7263897136806784,0.27706572553448167,-0.8312014051331138,0.4703554560897234,-0.6838458261416214,1,34,10,7,2,4,5
0,3,3,-0.005793907116155319,-0.0758834278898297,-0.5447458202101036,-0.06954786008271732,0.37613967476389226,0,70,5,5,5,9,5
0,3,3,-0.7263897136806784,0.5123651611506892,0.5055913245075999,-1.0413738291931107,0.19947542461297335,0,44,10,7,2,3,6
0,3,3,-0.0958683829367207,0.39471544334258546,-0.06731984533842024,0.14641346638625896,-0.8605100762925403,1,35,13,3,7,6,5
0,4,4,0.35450399616610623,-0.42883258131414104,-0.06731984533842024,0.03843280315177083,-0.5071815759907023,1,66,9,9,9,7,7
NA,NA,NA,NA,NA,NA,NA,NA,1,30,7,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,70,12,5,NA,NA,NA
0,3,3,0.7148018994483678,0.15941600772637787,0.6965617144562734,-1.0413738291931107,-0.15385307568886453,0,29,13,1,10,10,7
0,3,3,0.985025326910064,0.630014878958793,0.31462093455892653,-0.06954786008271732,-0.7721779512170808,1,81,13,5,10,10,10
0,3,3,0.6247274236278024,-0.5464822991222449,0.41010612953326325,-0.2855091865516936,0.4644717998393518,1,46,5,8,7,10,9
0,3,3,0.17435504452497544,0.15941600772637787,-0.06731984533842024,0.3623747928552353,0.022811174462054412,0,52,10,8,7,8,6
0,3,3,0.534652947807237,0.27706572553448167,0.6010765194819366,0.5783361193242116,-0.4188494509152429,0,37,5,6,7,10,8
0,3,3,0.26442952034554085,-0.5464822991222449,0.31462093455892653,-0.8254125027241344,0.11114329953751388,0,67,5,5,9,5,8
0,3,3,0.08428056870441007,-0.42883258131414104,-0.2582902352870936,0.4703554560897234,0.37613967476389226,0,56,5,4,7,8,5
NA,NA,NA,NA,NA,NA,NA,NA,1,42,5,9,NA,NA,NA
NA,NA,4,0.985025326910064,-0.7817817347384524,0.21913573958458984,-0.06954786008271732,0.6411360499902706,1,48,5,3,10,10,10
NA,NA,3,-0.2760173345778515,0.15941600772637787,-0.6402310151844404,0.6863167825586997,-0.4188494509152429,0,63,3,6,5,6,5
0,3,3,0.08428056870441007,0.7476645967668968,-0.5447458202101036,-0.06954786008271732,-0.15385307568886453,0,53,5,9,7,8,5
0,3,3,-0.0958683829367207,0.27706572553448167,-0.5447458202101036,0.25439412962074714,0.2878075496884328,0,29,8,4,5,6,7
0,2,2,-0.18594285875728608,0.39471544334258546,-0.3537754302614303,0.3623747928552353,-0.7721779512170808,1,34,13,4,4,6,7
NA,NA,NA,NA,NA,NA,NA,NA,0,42,7,5,NA,NA,NA
0,3,3,0.6247274236278024,-0.0758834278898297,-0.3537754302614303,-0.17752852331720548,0.4644717998393518,1,58,8,3,10,8,8
0,4,4,-0.3660918103984169,-1.2523806059708675,-1.0221717950817872,0.25439412962074714,0.11114329953751388,1,28,12,2,7,5,3
NA,NA,2,-0.9065386653218092,-0.19353314569793348,0.9830172993792834,-0.2855091865516936,-0.5071815759907023,0,22,12,5,0,5,4
0,3,3,0.26442952034554085,0.04176628991827409,-0.2582902352870936,0.4703554560897234,-0.5071815759907023,0,62,12,9,7,8,7
NA,NA,NA,NA,NA,NA,NA,NA,1,33,13,2,NA,NA,NA
0,3,3,-0.45616628621898225,0.39471544334258546,0.02816534963591646,0.5783361193242116,0.2878075496884328,1,31,10,6,5,5,4
0,4,4,0.17435504452497544,-0.31118286350603724,0.31462093455892653,-0.2855091865516936,0.2878075496884328,0,74,5,5,5,8,8
NA,NA,4,-0.45616628621898225,0.04176628991827409,-0.16280504031275692,0.03843280315177083,0.022811174462054412,0,60,5,5,4,6,4
NA,NA,4,0.35450399616610623,0.7476645967668968,0.41010612953326325,-0.06954786008271732,-1.0371743264434592,1,43,5,8,8,8,7
0,3,3,-0.0958683829367207,-0.42883258131414104,0.31462093455892653,-0.2855091865516936,0.4644717998393518,0,34,7,8,6,5,7
0,3,3,-0.2760173345778515,0.15941600772637787,0.5055913245075999,0.4703554560897234,0.5528039249148112,0,57,6,6,8,6,2
NA,NA,3,-0.3660918103984169,0.630014878958793,-0.5447458202101036,0.7942974457931878,0.5528039249148112,0,70,12,8,8,5,2
NA,NA,2,-0.2760173345778515,-0.31118286350603724,-0.7357162101587771,0.3623747928552353,0.9944645502921086,0,53,3,5,5,5,6
0,3,3,-0.3660918103984169,0.27706572553448167,-0.449260625235767,0.03843280315177083,0.4644717998393518,0,53,7,2,5,6,4
NA,3,NA,NA,NA,NA,NA,NA,1,60,12,8,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,1,43,NA,NA,NA,NA,NA
0,3,3,0.26442952034554085,-0.42883258131414104,-0.5447458202101036,0.25439412962074714,0.11114329953751388,1,73,13,2,7,8,7
NA,NA,NA,NA,NA,NA,NA,NA,1,49,5,5,NA,NA,NA
0,3,3,-0.45616628621898225,0.15941600772637787,-1.0221717950817872,-0.06954786008271732,0.37613967476389226,1,40,13,4,4,4,6
0,3,3,0.4445784719866716,0.15941600772637787,0.6010765194819366,-0.7174318394896462,-0.4188494509152429,0,42,12,7,6,9,9
NA,NA,NA,NA,NA,NA,NA,NA,0,39,11,NA,NA,NA,NA
0,3,3,-0.0958683829367207,-0.31118286350603724,-0.16280504031275692,-0.6094511762551581,1.082796675367568,0,29,5,5,6,6,6
-1,3,4,-0.45616628621898225,-0.0758834278898297,-0.6402310151844404,-0.17752852331720548,-0.5071815759907023,1,43,12,3,4,4,6
0,2,2,-0.0958683829367207,-0.0758834278898297,-0.3537754302614303,0.14641346638625896,0.022811174462054412,1,22,13,2,9,5,4
0,3,3,0.4445784719866716,0.04176628991827409,0.31462093455892653,-0.17752852331720548,0.19947542461297335,1,45,12,8,7,9,8
NA,NA,NA,NA,NA,NA,NA,NA,0,20,5,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,57,8,6,NA,NA,NA
1,4,3,0.6247274236278024,0.630014878958793,0.5055913245075999,0.4703554560897234,-0.24218520076432398,1,67,13,3,9,9,8
-1,1,2,-0.18594285875728608,0.7476645967668968,-0.8312014051331138,0.3623747928552353,0.19947542461297335,0,29,2,NA,6,8,3
NA,NA,3,-0.3660918103984169,0.04176628991827409,0.5055913245075999,-0.5014705130206699,-0.33051732583978344,1,19,3,9,5,6,4
1,2,1,0.7148018994483678,-0.6641320169303486,0.31462093455892653,-0.6094511762551581,0.37613967476389226,0,33,12,0,9,9,9
-1,2,3,0.17435504452497544,-0.5464822991222449,0.21913573958458984,-0.2855091865516936,0.022811174462054412,0,43,8,2,5,8,8
1,2,1,0.08428056870441007,0.15941600772637787,-0.16280504031275692,0.902278109027676,0.37613967476389226,1,19,5,5,6,5,9
0,3,3,0.17435504452497544,-1.2523806059708675,-0.5447458202101036,0.6863167825586997,-0.06552095061340506,1,30,5,7,7,10,4
NA,NA,NA,NA,NA,NA,NA,NA,0,24,10,9,NA,NA,NA
NA,NA,2,0.4445784719866716,0.7476645967668968,1.0785024943536201,0.902278109027676,0.37613967476389226,1,33,9,NA,4,10,10
0,2,2,-0.0958683829367207,-0.5464822991222449,0.41010612953326325,0.03843280315177083,-0.15385307568886453,0,23,9,2,6,6,6
0,3,3,-0.5462407620395476,-0.5464822991222449,-0.449260625235767,0.03843280315177083,0.19947542461297335,1,62,2,0,5,4,4
NA,2,NA,NA,NA,NA,NA,NA,1,25,5,4,NA,NA,NA
0,4,4,0.534652947807237,0.27706572553448167,0.5055913245075999,0.7942974457931878,-0.6838458261416214,1,69,5,9,5,10,10
NA,1,NA,NA,NA,NA,NA,NA,0,32,7,9,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,52,5,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,40,12,2,NA,NA,NA
0,3,3,-0.636315237860113,0.5123651611506892,0.21913573958458984,0.25439412962074714,0.4644717998393518,0,48,5,7,3,6,3
NA,NA,4,NA,NA,0.12365054461025315,NA,NA,0,48,9,NA,NA,10,10
NA,NA,NA,NA,NA,NA,NA,NA,0,45,10,5,NA,NA,NA
NA,NA,2,0.35450399616610623,0.15941600772637787,-0.9266866001074505,-0.17752852331720548,-0.24218520076432398,0,41,13,3,9,7,7
NA,NA,NA,NA,NA,NA,NA,NA,1,47,2,NA,NA,NA,NA
0,3,3,-0.2760173345778515,0.15941600772637787,-1.4041125749791339,0.3623747928552353,0.19947542461297335,1,35,11,10,7,6,3
NA,NA,NA,NA,NA,NA,NA,NA,1,60,5,9,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,1,35,11,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,18,3,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,63,5,5,NA,NA,NA
0,3,3,0.985025326910064,-0.42883258131414104,0.12365054461025315,-0.17752852331720548,0.5528039249148112,1,39,7,10,10,10,10
NA,NA,NA,NA,NA,NA,NA,NA,0,68,5,3,NA,NA,NA
NA,NA,2,0.08428056870441007,0.39471544334258546,-0.16280504031275692,-0.2855091865516936,-0.06552095061340506,0,39,11,0,4,9,7
0,4,4,-0.636315237860113,NA,-0.16280504031275692,-0.2855091865516936,0.37613967476389226,1,69,5,7,3,5,4
NA,NA,NA,NA,NA,NA,NA,NA,1,84,9,6,NA,NA,NA
NA,4,NA,NA,NA,NA,NA,NA,1,74,6,7,NA,NA,NA
0,3,3,0.6247274236278024,-0.5464822991222449,0.02816534963591646,-0.06954786008271732,0.37613967476389226,1,60,10,6,9,9,8
1,4,3,0.7148018994483678,0.27706572553448167,0.21913573958458984,-0.06954786008271732,0.19947542461297335,1,42,13,6,9,9,9
0,3,3,-0.3660918103984169,0.5123651611506892,-0.3537754302614303,-0.06954786008271732,0.6411360499902706,1,68,9,8,0,7,8
-1,2,3,-0.0958683829367207,0.27706572553448167,0.02816534963591646,0.14641346638625896,0.022811174462054412,0,28,10,7,6,7,5
NA,2,NA,NA,NA,NA,NA,NA,0,29,10,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,32,10,10,NA,NA,NA
0,3,3,0.6247274236278024,0.7476645967668968,0.5055913245075999,0.6863167825586997,-0.5955137010661619,0,38,12,2,9,9,8
1,2,1,0.17435504452497544,-0.42883258131414104,-0.16280504031275692,-0.3934898497861818,-0.15385307568886453,0,36,7,4,8,7,6
NA,NA,NA,NA,NA,NA,NA,NA,0,31,10,5,NA,NA,NA
-1,2,3,-0.0958683829367207,0.39471544334258546,-0.16280504031275692,0.4703554560897234,0.19947542461297335,0,43,13,3,8,5,5
NA,NA,NA,NA,NA,NA,NA,NA,1,42,9,0,NA,NA,NA
0,3,3,0.26442952034554085,0.04176628991827409,0.41010612953326325,-0.2855091865516936,0.906132425216649,1,20,9,0,5,9,8
NA,NA,3,0.08428056870441007,-0.5464822991222449,0.8875321044049467,-0.5014705130206699,0.11114329953751388,0,19,3,5,5,9,6
0,4,4,0.17435504452497544,-0.19353314569793348,0.02816534963591646,0.14641346638625896,0.19947542461297335,1,45,5,8,7,7,7
NA,NA,NA,NA,NA,NA,NA,NA,1,48,5,6,NA,NA,NA
-1,3,4,-0.0958683829367207,-0.0758834278898297,-0.16280504031275692,-0.17752852331720548,-0.24218520076432398,1,54,13,4,5,6,7
NA,3,NA,0.08428056870441007,0.15941600772637787,0.02816534963591646,0.25439412962074714,0.022811174462054412,0,54,5,NA,6,7,7
NA,NA,NA,NA,NA,NA,NA,NA,0,49,9,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,51,5,4,NA,NA,NA
0,4,4,0.35450399616610623,0.7476645967668968,-0.3537754302614303,0.03843280315177083,0.022811174462054412,0,37,11,1,8,8,7
1,4,3,-0.0958683829367207,0.7476645967668968,0.41010612953326325,0.6863167825586997,-0.15385307568886453,1,54,5,8,5,5,8
1,4,3,0.26442952034554085,-1.01708117035466,0.21913573958458984,-0.5014705130206699,1.082796675367568,1,48,13,5,2,10,10
NA,NA,NA,NA,NA,NA,NA,NA,1,22,9,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,35,11,5,NA,NA,NA
0,3,3,NA,NA,NA,NA,NA,1,59,7,0,NA,NA,NA
0,3,3,0.26442952034554085,0.15941600772637787,0.21913573958458984,0.902278109027676,0.022811174462054412,0,45,5,9,6,8,8
-1,2,3,-0.45616628621898225,-0.0758834278898297,-0.7357162101587771,-0.6094511762551581,-0.24218520076432398,1,45,5,4,8,4,2
NA,NA,NA,NA,NA,NA,NA,NA,0,44,1,0,NA,NA,NA
NA,NA,3,-0.636315237860113,0.04176628991827409,-0.06731984533842024,-0.3934898497861818,0.37613967476389226,1,60,12,3,2,7,3
0,3,3,-0.18594285875728608,-0.19353314569793348,-0.5447458202101036,-0.6094511762551581,0.022811174462054412,1,57,7,4,5,5,7
1,3,2,-0.3660918103984169,0.15941600772637787,0.21913573958458984,-0.06954786008271732,-0.24218520076432398,1,44,11,7,4,4,7
0,2,2,-0.636315237860113,-0.19353314569793348,-0.16280504031275692,0.3623747928552353,-0.5955137010661619,1,54,10,4,3,5,4
NA,NA,NA,NA,NA,NA,NA,NA,1,33,5,6,NA,NA,NA
0,3,3,0.08428056870441007,0.04176628991827409,-0.06731984533842024,0.14641346638625896,-0.15385307568886453,0,78,5,4,8,6,6
NA,NA,3,0.7148018994483678,0.630014878958793,0.12365054461025315,-0.7174318394896462,0.022811174462054412,1,34,5,7,8,9,10
0,4,4,0.26442952034554085,0.27706572553448167,0.9830172993792834,-0.5014705130206699,-0.06552095061340506,1,66,11,3,4,9,9
NA,NA,4,-0.8164641895012438,0.15941600772637787,-0.16280504031275692,-0.3934898497861818,-0.5071815759907023,1,46,10,7,2,2,6
NA,NA,3,0.6247274236278024,-0.42883258131414104,-0.449260625235767,0.3623747928552353,-0.33051732583978344,1,66,12,4,8,10,8
NA,NA,NA,NA,NA,NA,NA,NA,NA,41,13,8,NA,NA,NA
0,4,4,0.08428056870441007,-0.0758834278898297,-0.2582902352870936,0.03843280315177083,-0.24218520076432398,1,27,9,2,4,8,8
NA,NA,NA,NA,NA,NA,NA,NA,0,46,5,2,NA,NA,NA
0,2,2,0.35450399616610623,-0.5464822991222449,0.31462093455892653,0.25439412962074714,-0.24218520076432398,0,34,13,3,9,7,7
NA,NA,3,0.26442952034554085,0.27706572553448167,0.21913573958458984,-0.06954786008271732,0.19947542461297335,1,56,5,6,7,8,7
0,4,4,-0.18594285875728608,0.5123651611506892,0.12365054461025315,-0.17752852331720548,-0.15385307568886453,1,59,10,5,5,5,7
0,3,3,-0.636315237860113,0.7476645967668968,-0.449260625235767,0.6863167825586997,0.2878075496884328,0,72,10,10,5,6,1
-1,2,3,-0.3660918103984169,0.39471544334258546,0.5055913245075999,-0.8254125027241344,0.9944645502921086,1,66,10,10,3,5,7
1,4,3,-0.005793907116155319,0.5123651611506892,-0.6402310151844404,0.4703554560897234,0.022811174462054412,1,74,7,4,8,4,7
-1,2,3,-0.9966131411423745,0.15941600772637787,-0.3537754302614303,0.7942974457931878,0.906132425216649,0,71,7,NA,0,4,4
NA,4,NA,NA,NA,NA,NA,NA,0,64,7,NA,NA,NA,NA
0,3,3,0.8048763752689332,-0.31118286350603724,0.12365054461025315,-0.3934898497861818,0.37613967476389226,0,18,9,3,8,10,10
-1,3,4,-0.0958683829367207,0.27706572553448167,0.12365054461025315,0.25439412962074714,-0.5955137010661619,0,84,5,3,5,8,5
-1,1,2,-0.3660918103984169,0.15941600772637787,-0.06731984533842024,-0.3934898497861818,0.022811174462054412,0,39,5,5,7,4,4
NA,NA,NA,NA,NA,NA,NA,NA,1,55,5,5,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,0,35,5,8,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,47,5,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,37,13,8,NA,NA,NA
0,3,3,-0.45616628621898225,0.27706572553448167,0.31462093455892653,0.25439412962074714,-0.6838458261416214,1,37,11,4,1,4,9
0,3,3,-0.2760173345778515,-0.0758834278898297,NA,0.14641346638625896,0.2878075496884328,0,68,7,5,9,2,5
NA,NA,3,-0.45616628621898225,0.04176628991827409,0.41010612953326325,-0.3934898497861818,0.37613967476389226,0,34,12,2,4,4,6
NA,NA,NA,NA,NA,NA,NA,NA,0,31,12,0,NA,NA,NA
0,4,4,0.26442952034554085,0.27706572553448167,0.41010612953326325,0.5783361193242116,-0.6838458261416214,1,68,13,6,8,8,6
0,4,4,-0.18594285875728608,0.15941600772637787,0.12365054461025315,0.3623747928552353,-0.06552095061340506,1,45,5,7,3,8,6
NA,NA,2,-0.2760173345778515,-0.42883258131414104,-0.449260625235767,0.03843280315177083,0.2878075496884328,0,58,5,5,5,5,6
1,2,1,0.08428056870441007,0.5123651611506892,0.41010612953326325,0.4703554560897234,-0.6838458261416214,0,36,11,3,6,6,8
NA,NA,NA,NA,NA,NA,NA,NA,0,31,12,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,43,12,4,NA,NA,NA
1,4,3,0.08428056870441007,0.27706572553448167,-0.06731984533842024,0.3623747928552353,-0.06552095061340506,0,70,10,3,6,8,6
0,4,4,-0.18594285875728608,-0.8994314525465562,-0.5447458202101036,-0.06954786008271732,-0.06552095061340506,1,52,13,2,6,6,5
1,2,1,-0.45616628621898225,0.15941600772637787,0.9830172993792834,-0.6094511762551581,-0.06552095061340506,0,44,7,9,5,4,5
0,2,2,-0.7263897136806784,0.630014878958793,-0.3537754302614303,0.3623747928552353,-0.15385307568886453,1,37,10,4,2,4,5
0,3,3,-0.0958683829367207,-0.7817817347384524,-0.6402310151844404,-0.06954786008271732,0.2878075496884328,1,69,5,5,7,6,5
NA,NA,NA,NA,NA,NA,NA,NA,1,74,5,10,NA,NA,NA
0,3,3,0.985025326910064,0.7476645967668968,0.12365054461025315,0.902278109027676,0.5528039249148112,1,54,10,7,10,10,10
NA,NA,NA,NA,NA,NA,NA,NA,1,57,5,1,NA,NA,NA
1,3,2,-0.9966131411423745,0.15941600772637787,-0.3537754302614303,-0.6094511762551581,1.082796675367568,0,76,5,5,2,3,3
0,3,3,-0.005793907116155319,0.04176628991827409,0.02816534963591646,-0.7174318394896462,-0.6838458261416214,0,49,3,7,2,8,9
0,3,3,0.7148018994483678,0.5123651611506892,0.6010765194819366,0.5783361193242116,-0.33051732583978344,0,44,5,0,10,7,10
0,3,3,-0.5462407620395476,0.5123651611506892,-0.449260625235767,0.25439412962074714,0.6411360499902706,0,42,5,5,3,6,4
0,4,4,-0.005793907116155319,-0.7817817347384524,0.6010765194819366,0.25439412962074714,-0.33051732583978344,1,31,12,2,5,8,6
NA,NA,NA,NA,NA,NA,NA,NA,0,67,7,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,33,8,7,NA,NA,NA
0,3,3,-0.18594285875728608,-0.0758834278898297,-0.9266866001074505,0.25439412962074714,-0.15385307568886453,1,57,12,8,6,7,4
0,4,4,-0.45616628621898225,-0.0758834278898297,-0.6402310151844404,0.4703554560897234,0.9944645502921086,0,62,9,8,7,5,2
0,3,3,-0.0958683829367207,-0.0758834278898297,0.02816534963591646,0.03843280315177083,-0.33051732583978344,1,72,7,6,6,6,6
NA,NA,2,-1.537059996065767,NA,-1.2131421850304607,0.25439412962074714,1.1711288004430276,1,69,10,NA,0,0,2
NA,NA,3,-0.8164641895012438,0.27706572553448167,0.12365054461025315,-0.17752852331720548,-0.33051732583978344,1,58,11,8,2,5,3
NA,3,NA,NA,NA,NA,NA,NA,0,74,4,10,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,74,10,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,61,3,4,NA,NA,NA
0,3,3,-0.0958683829367207,-0.5464822991222449,-0.06731984533842024,0.25439412962074714,0.6411360499902706,0,59,12,0,6,7,5
1,4,3,-0.5462407620395476,0.15941600772637787,-0.2582902352870936,-0.17752852331720548,-0.24218520076432398,1,75,11,6,2,6,5
0,1,1,-1.4469855202452016,0.5123651611506892,0.31462093455892653,-1.6892578086000396,1.082796675367568,0,51,3,NA,1,1,1
0,4,4,-0.18594285875728608,0.7476645967668968,0.31462093455892653,0.6863167825586997,-0.4188494509152429,0,87,7,5,10,4,3
NA,2,NA,NA,NA,NA,NA,NA,0,23,8,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,27,5,10,NA,NA,NA
NA,NA,3,0.35450399616610623,0.39471544334258546,-0.7357162101587771,0.5783361193242116,-0.9488422013679997,1,61,10,6,9,9,5
0,3,3,0.8949508510894986,0.5123651611506892,0.5055913245075999,0.5783361193242116,0.7294681750657301,0,84,5,0,10,9,10
0,4,4,0.534652947807237,0.27706572553448167,0.6010765194819366,-0.6094511762551581,-0.5071815759907023,1,44,10,7,8,10,7
-1,1,2,0.08428056870441007,0.39471544334258546,-0.8312014051331138,-0.3934898497861818,0.19947542461297335,1,58,11,6,9,6,5
NA,NA,NA,NA,NA,NA,NA,NA,0,79,7,5,NA,NA,NA
0,4,4,0.8949508510894986,-0.6641320169303486,0.8875321044049467,-0.6094511762551581,0.19947542461297335,0,64,13,8,10,10,9
0,3,3,-0.3660918103984169,-0.0758834278898297,-0.3537754302614303,0.14641346638625896,0.11114329953751388,0,78,2,10,5,5,5
0,3,3,0.26442952034554085,-0.5464822991222449,-0.7357162101587771,0.4703554560897234,0.2878075496884328,0,36,13,1,10,8,4
0,3,3,-0.2760173345778515,0.7476645967668968,0.12365054461025315,0.902278109027676,-0.7721779512170808,1,46,5,5,3,8,5
0,4,4,0.8048763752689332,0.630014878958793,0.6965617144562734,0.4703554560897234,-0.7721779512170808,1,30,12,2,9,10,9
0,4,4,-0.2760173345778515,0.39471544334258546,0.12365054461025315,0.3623747928552353,-0.4188494509152429,1,29,13,6,3,6,7
NA,NA,NA,NA,NA,NA,NA,NA,1,32,8,1,NA,NA,NA
0,3,3,0.8048763752689332,0.5123651611506892,-0.06731984533842024,0.4703554560897234,-0.5071815759907023,1,42,12,1,9,9,10
0,3,3,-0.18594285875728608,0.27706572553448167,0.7920469094306101,0.5783361193242116,-0.24218520076432398,1,67,11,7,4,7,6
0,4,4,-0.3660918103984169,0.04176628991827409,0.6010765194819366,0.03843280315177083,0.5528039249148112,0,32,5,7,3,5,7
NA,3,NA,NA,NA,NA,NA,NA,0,62,5,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,64,13,8,NA,NA,NA
0,3,3,-0.005793907116155319,0.15941600772637787,0.6010765194819366,-0.17752852331720548,-0.5955137010661619,0,52,9,5,5,7,7
NA,3,NA,NA,NA,NA,NA,NA,1,34,5,1,NA,NA,NA
0,3,3,-0.18594285875728608,0.04176628991827409,-0.449260625235767,-0.2855091865516936,-0.06552095061340506,1,25,5,7,2,8,7
0,4,4,-0.2760173345778515,-0.6641320169303486,-0.7357162101587771,-0.06954786008271732,0.19947542461297335,1,83,6,4,7,4,5
0,2,2,-0.005793907116155319,0.7476645967668968,0.6010765194819366,0.902278109027676,0.2878075496884328,0,55,7,0,7,8,4
NA,NA,NA,NA,NA,NA,NA,NA,0,30,13,NA,NA,NA,NA
0,3,3,0.534652947807237,-0.0758834278898297,-0.06731984533842024,0.4703554560897234,0.022811174462054412,0,72,5,NA,9,9,7
NA,NA,3,-0.005793907116155319,0.630014878958793,0.02816534963591646,0.6863167825586997,0.11114329953751388,0,47,12,3,10,7,2
-1,3,4,-0.636315237860113,-0.7817817347384524,-0.3537754302614303,-0.5014705130206699,0.11114329953751388,0,83,2,9,2,6,4
NA,NA,NA,NA,NA,NA,NA,NA,1,18,3,8,NA,NA,NA
NA,NA,2,0.26442952034554085,0.04176628991827409,0.21913573958458984,0.3623747928552353,-0.06552095061340506,0,48,5,3,8,7,7
0,4,4,-0.45616628621898225,-1.487680041587075,-1.4995977699534706,-0.2855091865516936,0.11114329953751388,0,62,5,3,4,5,5
