pintr_dif,polint_pre,polint_post,O_sd,C_sd,E_sd,A_sd,N_sd,male,age,education,ideology,W3_f15771a,W3_f15771f,W3_f15770d
NA,NA,NA,NA,NA,NA,NA,NA,1,67,5,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,47,5,4,NA,NA,NA
0,3,3,0.17435504452497544,0.39471544334258546,-0.3537754302614303,0.03843280315177083,-0.15385307568886453,1,56,10,7,7,8,6
0,2,2,0.08428056870441007,0.39471544334258546,0.12365054461025315,0.03843280315177083,-0.06552095061340506,1,54,5,9,3,9,8
NA,NA,3,-0.2760173345778515,-0.6641320169303486,-0.6402310151844404,0.3623747928552353,-0.7721779512170808,1,29,12,8,3,8,5
-1,2,3,-0.3660918103984169,0.27706572553448167,-0.6402310151844404,0.3623747928552353,-0.9488422013679997,1,48,5,5,5,5,5
0,3,3,0.8048763752689332,-0.31118286350603724,0.12365054461025315,0.03843280315177083,-1.0371743264434592,1,40,11,7,10,10,8
1,3,2,0.7148018994483678,-0.19353314569793348,0.8875321044049467,-0.06954786008271732,0.2878075496884328,0,23,12,5,8,9,10
0,3,3,-0.2760173345778515,0.630014878958793,-0.5447458202101036,0.6863167825586997,-0.5071815759907023,1,31,13,2,3,5,8
0,4,4,-0.9966131411423745,-0.0758834278898297,1.0785024943536201,0.6863167825586997,-0.6838458261416214,1,48,10,8,3,1,4
NA,NA,NA,NA,NA,NA,NA,NA,0,61,12,0,NA,NA,NA
0,3,3,0.8048763752689332,0.39471544334258546,0.5055913245075999,-0.6094511762551581,0.11114329953751388,0,40,11,3,10,9,9
NA,2,NA,NA,NA,NA,NA,NA,0,60,9,5,NA,NA,NA
0,3,3,-0.2760173345778515,0.5123651611506892,-0.06731984533842024,0.6863167825586997,-0.5955137010661619,1,43,13,7,5,6,5
NA,NA,4,0.4445784719866716,0.5123651611506892,0.7920469094306101,-1.2573351556620869,-0.24218520076432398,1,72,13,4,8,8,8
NA,NA,NA,NA,NA,NA,NA,NA,0,47,5,NA,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,0,23,5,5,NA,NA,NA
0,3,3,0.534652947807237,0.39471544334258546,-0.16280504031275692,0.4703554560897234,-0.06552095061340506,0,51,9,7,10,6,9
0,3,3,0.985025326910064,0.27706572553448167,0.12365054461025315,-0.06954786008271732,0.11114329953751388,0,51,12,1,10,10,10
0,3,3,-0.0958683829367207,0.04176628991827409,0.41010612953326325,0.14641346638625896,-0.33051732583978344,0,43,12,2,8,5,5
0,2,2,0.534652947807237,0.15941600772637787,0.9830172993792834,0.4703554560897234,-0.06552095061340506,0,25,12,6,7,9,9
0,3,3,0.35450399616610623,-0.0758834278898297,0.6965617144562734,-0.8254125027241344,-0.15385307568886453,1,55,6,2,8,7,8
0,3,3,0.35450399616610623,0.7476645967668968,-0.06731984533842024,0.902278109027676,-0.33051732583978344,1,70,5,4,10,8,5
1,2,1,-1.1767620927835054,0.7476645967668968,-1.4995977699534706,0.902278109027676,0.19947542461297335,0,81,2,NA,1,5,0
0,3,3,0.26442952034554085,0.7476645967668968,-0.06731984533842024,0.6863167825586997,0.022811174462054412,0,58,9,7,8,8,6
NA,3,NA,NA,NA,NA,NA,NA,0,70,9,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,50,5,5,NA,NA,NA
0,3,3,0.534652947807237,-0.7817817347384524,0.41010612953326325,0.14641346638625896,-0.15385307568886453,1,59,11,8,7,9,9
NA,NA,3,-0.9065386653218092,-0.0758834278898297,-0.16280504031275692,-0.7174318394896462,-0.33051732583978344,1,51,5,5,0,4,5
NA,NA,3,0.8949508510894986,0.630014878958793,0.6965617144562734,-0.06954786008271732,-0.15385307568886453,0,35,13,6,10,10,9
NA,NA,NA,NA,NA,NA,NA,NA,1,40,10,5,NA,NA,NA
1,4,3,0.534652947807237,-0.42883258131414104,0.9830172993792834,-0.9333931659586225,0.6411360499902706,1,72,10,0,10,9,6
0,3,3,-0.18594285875728608,0.15941600772637787,0.6010765194819366,0.902278109027676,-1.0371743264434592,0,20,5,2,2,8,7
0,3,3,0.534652947807237,-0.31118286350603724,0.21913573958458984,0.03843280315177083,0.37613967476389226,0,60,9,1,7,9,9
0,3,3,0.08428056870441007,-1.01708117035466,0.12365054461025315,-0.3934898497861818,-0.15385307568886453,1,54,5,7,7,7,6
0,3,3,0.985025326910064,-0.0758834278898297,-0.5447458202101036,0.25439412962074714,-0.5071815759907023,0,64,6,3,10,10,10
0,4,4,0.534652947807237,-0.8994314525465562,0.9830172993792834,0.6863167825586997,-0.06552095061340506,1,20,6,3,6,9,10
NA,3,NA,NA,NA,NA,NA,NA,0,26,11,7,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,63,5,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,50,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,52,13,8,NA,NA,NA
0,2,2,0.17435504452497544,0.04176628991827409,-0.06731984533842024,0.03843280315177083,0.11114329953751388,1,50,10,6,6,7,8
0,2,2,-0.0958683829367207,0.27706572553448167,-0.16280504031275692,0.3623747928552353,-0.5955137010661619,0,53,5,8,5,5,8
0,3,3,0.35450399616610623,-0.0758834278898297,0.02816534963591646,0.14641346638625896,-0.24218520076432398,1,38,13,3,7,8,8
NA,4,NA,NA,NA,NA,NA,NA,0,52,5,5,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,0,21,5,7,NA,NA,NA
0,4,4,0.985025326910064,-0.0758834278898297,0.6010765194819366,0.25439412962074714,0.11114329953751388,0,63,10,NA,10,10,10
0,3,3,0.4445784719866716,-0.31118286350603724,-0.6402310151844404,0.03843280315177083,0.2878075496884328,1,36,13,4,8,8,8
NA,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,NA,NA,NA
0,3,3,0.6247274236278024,-0.8994314525465562,-0.06731984533842024,0.4703554560897234,-0.6838458261416214,0,59,10,1,9,9,8
NA,NA,NA,NA,NA,NA,NA,NA,0,38,5,NA,NA,NA,NA
1,4,3,-0.0958683829367207,-0.5464822991222449,-0.5447458202101036,-0.2855091865516936,0.11114329953751388,1,58,13,1,5,6,7
1,3,2,0.8949508510894986,0.7476645967668968,1.0785024943536201,-1.0413738291931107,0.5528039249148112,0,44,5,NA,9,10,10
0,2,2,0.17435504452497544,-0.0758834278898297,0.21913573958458984,0.14641346638625896,0.022811174462054412,0,47,12,4,9,7,5
0,3,3,-0.3660918103984169,-0.31118286350603724,-1.117656990056124,-0.8254125027241344,-0.24218520076432398,1,62,2,4,3,7,5
NA,3,NA,NA,NA,NA,NA,NA,1,43,10,6,NA,NA,NA
0,1,1,-0.005793907116155319,0.27706572553448167,0.02816534963591646,0.03843280315177083,-0.06552095061340506,0,42,5,5,5,7,7
0,3,3,-0.3660918103984169,0.04176628991827409,-1.3086273800047972,0.03843280315177083,-0.24218520076432398,0,NA,8,3,7,5,3
1,4,3,0.08428056870441007,0.04176628991827409,0.02816534963591646,-0.06954786008271732,0.022811174462054412,1,62,10,6,5,8,7
0,4,4,-0.636315237860113,0.630014878958793,-0.16280504031275692,-0.17752852331720548,0.19947542461297335,1,72,5,8,1,5,6
0,3,3,-0.5462407620395476,0.39471544334258546,0.41010612953326325,0.5783361193242116,0.11114329953751388,0,58,5,8,3,5,5
NA,NA,3,0.35450399616610623,0.04176628991827409,0.21913573958458984,0.14641346638625896,-0.33051732583978344,1,40,10,7,7,9,7
0,3,3,-0.005793907116155319,0.39471544334258546,0.31462093455892653,-0.2855091865516936,-0.33051732583978344,1,67,5,7,6,6,7
0,3,3,-0.005793907116155319,-0.0758834278898297,-0.06731984533842024,-0.2855091865516936,-0.15385307568886453,0,62,13,2,8,7,4
NA,3,NA,NA,NA,NA,NA,NA,0,26,5,8,NA,NA,NA
0,3,3,-0.9966131411423745,-0.0758834278898297,-0.449260625235767,-0.8254125027241344,0.5528039249148112,0,46,10,9,2,3,3
NA,NA,NA,NA,NA,NA,NA,NA,0,37,5,NA,NA,NA,NA
0,3,3,-0.0958683829367207,0.04176628991827409,0.6010765194819366,0.25439412962074714,-0.15385307568886453,1,22,6,5,6,7,5
1,4,3,NA,NA,NA,NA,NA,1,64,6,10,1,3,NA
0,3,3,-0.5462407620395476,-0.31118286350603724,-0.6402310151844404,-0.6094511762551581,0.5528039249148112,0,18,3,7,3,5,5
0,1,1,-0.2760173345778515,0.5123651611506892,-0.8312014051331138,-0.17752852331720548,0.5528039249148112,0,33,5,NA,5,6,5
NA,3,NA,NA,NA,NA,NA,NA,0,26,12,3,NA,NA,NA
NA,NA,4,0.35450399616610623,-0.0758834278898297,0.6010765194819366,-0.2855091865516936,-0.5071815759907023,1,36,13,7,9,7,7
0,3,3,0.534652947807237,0.5123651611506892,0.02816534963591646,-0.17752852331720548,0.11114329953751388,0,65,4,9,8,9,8
0,3,3,0.7148018994483678,0.5123651611506892,0.02816534963591646,0.25439412962074714,0.022811174462054412,0,29,13,0,10,10,7
NA,NA,NA,NA,NA,NA,NA,NA,0,64,4,5,NA,NA,NA
0,2,2,0.4445784719866716,-0.0758834278898297,-0.3537754302614303,0.14641346638625896,-0.24218520076432398,0,35,12,2,9,9,6
NA,2,NA,NA,NA,NA,NA,NA,0,68,5,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,71,5,5,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,0,45,7,4,NA,NA,NA
1,3,2,NA,NA,NA,NA,NA,0,53,12,2,10,9,NA
0,3,3,-0.45616628621898225,0.630014878958793,0.02816534963591646,-0.06954786008271732,-0.33051732583978344,0,56,8,NA,1,8,5
NA,3,NA,NA,NA,NA,NA,NA,0,45,13,2,NA,NA,NA
0,3,3,NA,0.5123651611506892,-0.06731984533842024,-0.3934898497861818,-0.6838458261416214,1,45,13,8,10,NA,5
NA,NA,NA,NA,NA,NA,NA,NA,1,71,5,8,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,53,10,9,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,49,5,0,NA,NA,NA
NA,NA,3,0.985025326910064,-0.8994314525465562,-0.8312014051331138,0.7942974457931878,-0.4188494509152429,1,89,13,3,10,10,10
NA,NA,NA,NA,NA,NA,NA,NA,0,55,13,6,NA,NA,NA
0,4,4,NA,NA,NA,NA,NA,1,65,5,8,NA,NA,NA
0,3,3,0.26442952034554085,-0.42883258131414104,-0.3537754302614303,-0.2855091865516936,-0.06552095061340506,1,34,12,5,8,7,7
0,3,3,-0.2760173345778515,0.7476645967668968,0.21913573958458984,-0.2855091865516936,0.022811174462054412,1,61,10,9,3,3,10
NA,NA,NA,NA,NA,NA,NA,NA,0,67,13,5,NA,NA,NA
0,4,4,-0.636315237860113,0.15941600772637787,-0.449260625235767,-0.17752852331720548,-0.33051732583978344,1,60,12,7,3,5,4
0,4,4,-0.0958683829367207,-0.31118286350603724,0.02816534963591646,0.03843280315177083,-0.8605100762925403,1,32,13,6,6,6,6
-1,2,3,0.4445784719866716,0.39471544334258546,0.02816534963591646,-0.3934898497861818,-0.4188494509152429,0,24,8,9,10,7,7
0,4,4,0.26442952034554085,0.39471544334258546,-0.449260625235767,0.6863167825586997,0.5528039249148112,1,66,13,2,9,7,6
NA,NA,NA,NA,NA,NA,NA,NA,0,43,5,NA,NA,NA,NA
0,3,3,0.26442952034554085,-0.42883258131414104,-0.16280504031275692,0.14641346638625896,-0.06552095061340506,1,72,5,9,6,8,8
0,2,2,-0.2760173345778515,0.15941600772637787,-1.2131421850304607,0.3623747928552353,0.11114329953751388,1,48,11,3,6,5,5
NA,NA,NA,NA,NA,NA,NA,NA,1,59,13,7,NA,NA,NA
1,4,3,-0.3660918103984169,-0.7817817347384524,-0.2582902352870936,-0.17752852331720548,-0.4188494509152429,0,32,13,1,5,5,5
NA,NA,NA,NA,NA,NA,NA,NA,1,44,5,5,NA,NA,NA
0,3,3,-0.45616628621898225,0.04176628991827409,-0.6402310151844404,0.3623747928552353,0.022811174462054412,1,51,11,3,3,8,3
NA,NA,NA,NA,NA,NA,NA,NA,0,55,7,NA,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,0,38,11,5,NA,NA,NA
0,3,3,-0.005793907116155319,0.39471544334258546,-0.2582902352870936,0.5783361193242116,0.022811174462054412,1,43,5,5,5,9,5
0,3,3,0.8949508510894986,0.04176628991827409,-1.0221717950817872,-0.6094511762551581,1.082796675367568,0,21,9,2,9,10,10
0,3,3,0.26442952034554085,0.39471544334258546,0.7920469094306101,0.25439412962074714,0.11114329953751388,0,34,5,8,6,6,10
0,3,3,-0.18594285875728608,0.15941600772637787,0.12365054461025315,-0.5014705130206699,-0.15385307568886453,0,55,13,7,7,4,6
NA,NA,NA,NA,NA,NA,NA,NA,1,75,5,6,NA,NA,NA
0,3,3,0.7148018994483678,0.5123651611506892,0.02816534963591646,-0.6094511762551581,0.4644717998393518,1,62,10,7,9,9,9
0,4,4,0.4445784719866716,-0.7817817347384524,0.6965617144562734,-0.2855091865516936,0.19947542461297335,1,65,8,0,8,8,8
NA,3,NA,NA,NA,NA,NA,NA,1,52,10,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,71,5,10,NA,NA,NA
0,3,3,-0.0958683829367207,-0.19353314569793348,-1.0221717950817872,-0.3934898497861818,0.2878075496884328,1,54,10,4,8,4,6
1,2,1,0.8949508510894986,0.5123651611506892,-0.06731984533842024,0.5783361193242116,0.4644717998393518,0,26,6,5,10,10,9
1,4,3,-0.2760173345778515,0.7476645967668968,-0.16280504031275692,0.25439412962074714,0.9944645502921086,0,72,5,0,5,5,6
NA,NA,4,-0.0958683829367207,0.15941600772637787,-0.16280504031275692,0.03843280315177083,0.022811174462054412,1,71,12,8,6,7,5
0,2,2,-0.2760173345778515,0.39471544334258546,0.02816534963591646,0.4703554560897234,0.2878075496884328,0,47,5,NA,2,8,6
0,3,3,0.17435504452497544,-0.19353314569793348,-0.16280504031275692,0.25439412962074714,0.37613967476389226,0,35,13,4,8,7,6
0,3,3,-0.005793907116155319,-0.6641320169303486,-0.6402310151844404,0.14641346638625896,-0.7721779512170808,0,36,7,3,6,7,6
NA,3,NA,NA,NA,NA,NA,NA,0,39,13,5,NA,NA,NA
0,4,4,0.08428056870441007,0.5123651611506892,-0.449260625235767,0.3623747928552353,0.5528039249148112,1,54,13,1,4,9,7
0,3,3,0.35450399616610623,-0.31118286350603724,-0.06731984533842024,0.03843280315177083,0.022811174462054412,1,21,9,5,9,7,7
0,3,3,0.26442952034554085,-1.2523806059708675,-0.7357162101587771,-0.17752852331720548,0.7294681750657301,0,53,NA,2,10,10,2
0,2,2,0.35450399616610623,0.39471544334258546,0.6010765194819366,0.3623747928552353,0.2878075496884328,0,47,13,7,9,9,5
NA,NA,3,NA,NA,NA,NA,NA,0,65,9,5,NA,NA,NA
0,3,3,0.35450399616610623,0.27706572553448167,0.21913573958458984,0.03843280315177083,-0.5071815759907023,1,59,5,2,8,6,9
NA,NA,1,NA,NA,NA,NA,NA,0,63,5,3,4,NA,NA
NA,NA,3,0.8949508510894986,0.27706572553448167,0.7920469094306101,0.4703554560897234,-0.33051732583978344,0,52,12,NA,10,10,9
NA,3,NA,NA,NA,NA,NA,NA,0,65,10,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,50,13,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,36,5,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,43,10,3,NA,NA,NA
0,2,2,-0.5462407620395476,-0.19353314569793348,-1.117656990056124,-0.5014705130206699,0.37613967476389226,0,26,13,6,3,5,5
0,4,4,-0.8164641895012438,0.5123651611506892,0.02816534963591646,-1.2573351556620869,0.6411360499902706,1,51,10,7,1,2,7
NA,NA,3,0.7148018994483678,0.39471544334258546,-0.449260625235767,0.14641346638625896,-0.33051732583978344,1,58,12,7,10,9,8
0,4,4,0.08428056870441007,0.27706572553448167,-0.7357162101587771,0.4703554560897234,-0.24218520076432398,0,64,9,8,7,5,8
NA,NA,NA,NA,NA,NA,NA,NA,1,47,2,7,NA,NA,NA
NA,NA,2,-0.636315237860113,-0.31118286350603724,-0.06731984533842024,-0.17752852331720548,-0.06552095061340506,0,25,13,1,3,4,5
NA,NA,NA,NA,NA,NA,NA,NA,1,63,5,4,NA,NA,NA
0,4,4,-0.9966131411423745,-0.0758834278898297,-0.449260625235767,0.25439412962074714,-0.33051732583978344,1,53,13,7,3,2,3
0,3,3,0.534652947807237,-0.5464822991222449,0.21913573958458984,0.03843280315177083,0.022811174462054412,0,62,3,4,9,9,7
NA,NA,NA,NA,NA,NA,NA,NA,0,36,5,NA,NA,NA,NA
NA,NA,3,0.534652947807237,-0.6641320169303486,0.21913573958458984,-0.06954786008271732,-0.5955137010661619,0,18,3,0,9,8,8
0,3,3,-0.18594285875728608,0.630014878958793,0.41010612953326325,0.03843280315177083,-0.5955137010661619,1,68,10,5,5,8,4
0,4,4,-0.8164641895012438,-0.0758834278898297,-1.0221717950817872,-0.3934898497861818,0.8178003001411897,0,70,7,9,4,3,3
NA,NA,NA,NA,NA,NA,NA,NA,0,36,12,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,32,10,9,NA,NA,NA
-1,3,4,-0.005793907116155319,NA,0.21913573958458984,-0.17752852331720548,0.11114329953751388,1,81,12,7,7,7,5
0,3,3,-0.005793907116155319,-0.42883258131414104,-0.5447458202101036,0.3623747928552353,-0.6838458261416214,1,41,12,NA,5,7,7
NA,NA,3,0.6247274236278024,-0.0758834278898297,0.31462093455892653,0.03843280315177083,0.11114329953751388,0,27,5,5,8,9,9
0,3,3,-0.3660918103984169,0.15941600772637787,0.02816534963591646,-0.06954786008271732,0.6411360499902706,1,23,13,8,4,5,6
NA,NA,NA,NA,NA,NA,NA,NA,1,26,5,8,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,48,9,5,NA,NA,NA
0,3,3,0.26442952034554085,-0.31118286350603724,0.02816534963591646,-0.06954786008271732,0.7294681750657301,1,64,13,3,8,7,7
0,3,3,0.26442952034554085,0.15941600772637787,0.31462093455892653,-0.06954786008271732,0.11114329953751388,0,46,13,6,6,8,8
NA,NA,2,0.26442952034554085,0.39471544334258546,0.41010612953326325,0.14641346638625896,-0.6838458261416214,0,73,5,NA,9,6,7
NA,4,NA,NA,NA,NA,NA,NA,1,56,10,7,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,45,11,9,NA,NA,NA
0,2,2,0.26442952034554085,-0.31118286350603724,0.31462093455892653,-0.06954786008271732,0.4644717998393518,0,55,5,6,7,8,7
0,4,4,NA,NA,NA,NA,NA,1,59,12,2,NA,NA,NA
0,3,3,-0.18594285875728608,0.27706572553448167,-0.2582902352870936,-0.17752852331720548,-0.24218520076432398,1,43,12,6,1,8,8
NA,NA,NA,NA,NA,NA,NA,NA,0,69,5,5,NA,NA,NA
0,2,2,-0.7263897136806784,-0.19353314569793348,-0.3537754302614303,0.3623747928552353,-0.15385307568886453,0,61,5,NA,2,5,4
NA,NA,3,-0.005793907116155319,-0.5464822991222449,-0.7357162101587771,0.5783361193242116,0.906132425216649,0,64,5,0,7,5,7
0,3,3,0.6247274236278024,-0.5464822991222449,0.12365054461025315,-0.3934898497861818,0.2878075496884328,1,72,5,10,10,8,8
0,4,4,-0.005793907116155319,-0.0758834278898297,0.12365054461025315,-0.6094511762551581,-0.15385307568886453,1,67,11,5,7,7,5
NA,NA,NA,NA,NA,NA,NA,NA,0,55,3,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,18,9,7,NA,NA,NA
1,4,3,-0.7263897136806784,-0.31118286350603724,-0.2582902352870936,-0.5014705130206699,-0.24218520076432398,1,44,12,6,1,3,7
NA,4,NA,NA,NA,NA,NA,NA,1,63,5,7,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,48,10,6,NA,NA,NA
0,3,3,0.08428056870441007,-0.0758834278898297,0.12365054461025315,-1.365315818896575,0.6411360499902706,1,48,5,5,6,7,7
0,2,2,NA,NA,NA,NA,NA,1,65,5,5,NA,NA,NA
0,2,2,-0.2760173345778515,-0.19353314569793348,-0.06731984533842024,-0.17752852331720548,-0.15385307568886453,0,82,9,4,3,8,5
NA,NA,NA,NA,NA,NA,NA,NA,0,36,13,4,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,0,70,4,5,NA,NA,NA
0,4,4,-0.2760173345778515,-0.5464822991222449,-0.6402310151844404,0.25439412962074714,0.37613967476389226,1,69,5,2,3,8,5
NA,NA,NA,NA,NA,NA,NA,NA,0,46,10,6,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,0,38,11,7,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,37,13,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,39,5,NA,NA,NA,NA
0,4,4,-0.3660918103984169,0.39471544334258546,0.31462093455892653,0.14641346638625896,0.5528039249148112,0,38,5,9,4,6,5
0,4,4,0.534652947807237,-0.5464822991222449,-1.4041125749791339,-0.17752852331720548,0.37613967476389226,0,73,12,6,8,10,7
NA,3,NA,NA,NA,NA,NA,NA,1,76,13,5,NA,NA,NA
-1,1,2,-0.3660918103984169,-1.01708117035466,-0.3537754302614303,-0.7174318394896462,0.11114329953751388,1,41,11,NA,5,5,5
0,3,3,-0.2760173345778515,-0.6641320169303486,0.02816534963591646,-0.8254125027241344,-0.5071815759907023,1,46,10,7,3,6,7
0,2,2,-1.08668761696294,-1.3700303237789713,-0.9266866001074505,-0.3934898497861818,-0.15385307568886453,1,21,9,6,2,3,2
0,3,3,-0.636315237860113,0.04176628991827409,0.21913573958458984,0.4703554560897234,0.5528039249148112,1,55,5,6,3,4,5
NA,NA,4,-0.636315237860113,-0.5464822991222449,-0.449260625235767,-1.0413738291931107,0.022811174462054412,1,78,13,9,5,4,3
1,4,3,0.26442952034554085,-0.0758834278898297,0.41010612953326325,0.25439412962074714,0.2878075496884328,1,48,3,0,8,8,6
NA,NA,4,0.26442952034554085,0.27706572553448167,0.6965617144562734,-0.06954786008271732,0.11114329953751388,1,52,10,0,5,9,8
0,4,4,0.985025326910064,0.630014878958793,0.41010612953326325,0.3623747928552353,0.022811174462054412,1,70,12,5,10,10,10
2,3,1,0.17435504452497544,0.15941600772637787,-0.3537754302614303,0.3623747928552353,0.11114329953751388,1,46,5,NA,8,6,7
NA,NA,NA,NA,NA,NA,NA,NA,0,57,5,8,NA,NA,NA
NA,4,NA,NA,NA,NA,NA,NA,1,44,13,8,NA,NA,NA
0,3,3,-0.18594285875728608,0.5123651611506892,-0.16280504031275692,0.3623747928552353,-0.5955137010661619,1,59,12,8,2,9,6
NA,NA,NA,NA,NA,NA,NA,NA,0,55,13,NA,NA,NA,NA
-1,2,3,-0.3660918103984169,-0.31118286350603724,-0.3537754302614303,-0.3934898497861818,0.4644717998393518,0,28,11,7,5,5,5
NA,NA,NA,NA,NA,NA,NA,NA,1,52,7,8,NA,NA,NA
0,3,3,0.35450399616610623,0.27706572553448167,0.5055913245075999,-0.5014705130206699,-0.7721779512170808,0,50,12,2,8,8,7
0,3,3,-0.3660918103984169,0.39471544334258546,0.41010612953326325,0.25439412962074714,-0.06552095061340506,0,56,5,5,5,8,2
0,3,3,-0.2760173345778515,0.630014878958793,0.41010612953326325,0.5783361193242116,-0.8605100762925403,1,58,13,2,2,6,8
NA,2,NA,NA,NA,NA,NA,NA,0,39,9,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,28,5,4,NA,NA,NA
NA,4,NA,NA,NA,NA,NA,NA,0,33,13,1,NA,NA,NA
-1,3,4,0.17435504452497544,-0.7817817347384524,-0.7357162101587771,0.25439412962074714,-0.06552095061340506,0,51,5,7,7,8,6
0,3,3,0.17435504452497544,-0.19353314569793348,-0.3537754302614303,-0.9333931659586225,0.022811174462054412,0,38,6,10,6,8,7
NA,NA,NA,NA,NA,NA,NA,NA,1,87,7,2,NA,NA,NA
0,3,3,-0.5462407620395476,0.39471544334258546,-0.3537754302614303,0.3623747928552353,-0.5955137010661619,0,59,13,6,9,2,2
NA,NA,NA,NA,NA,NA,NA,NA,0,52,13,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,69,2,6,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,0,44,12,0,NA,NA,NA
0,4,4,-0.5462407620395476,0.15941600772637787,0.02816534963591646,0.902278109027676,NA,0,78,5,8,5,5,3
NA,NA,NA,NA,NA,NA,NA,NA,1,27,5,5,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,0,48,7,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,57,5,5,NA,NA,NA
0,4,4,0.08428056870441007,0.04176628991827409,0.31462093455892653,0.3623747928552353,-0.33051732583978344,1,90,13,2,8,7,5
-1,3,4,-0.005793907116155319,-0.42883258131414104,0.31462093455892653,-0.7174318394896462,0.19947542461297335,0,21,3,2,9,6,4
0,2,2,-0.636315237860113,-0.19353314569793348,-0.2582902352870936,-0.2855091865516936,-0.5071815759907023,0,27,11,2,2,3,7
-1,2,3,-0.9966131411423745,-0.42883258131414104,0.6010765194819366,-0.17752852331720548,0.37613967476389226,0,21,8,7,2,3,3
-1,2,3,0.7148018994483678,0.5123651611506892,0.6010765194819366,0.3623747928552353,-0.9488422013679997,1,61,10,5,7,10,10
NA,NA,3,0.26442952034554085,0.5123651611506892,0.31462093455892653,0.7942974457931878,-0.4188494509152429,0,51,5,5,8,8,6
NA,NA,NA,NA,NA,NA,NA,NA,1,67,13,8,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,47,5,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,19,3,10,NA,NA,NA
NA,NA,1,0.35450399616610623,0.39471544334258546,0.7920469094306101,0.14641346638625896,-0.6838458261416214,1,24,5,NA,3,10,10
0,3,3,0.08428056870441007,0.15941600772637787,0.5055913245075999,-0.3934898497861818,-0.06552095061340506,0,54,3,NA,8,7,5
0,3,3,0.35450399616610623,0.5123651611506892,0.9830172993792834,0.6863167825586997,-1.0371743264434592,1,24,7,3,7,8,8
NA,NA,NA,NA,NA,NA,NA,NA,0,68,5,5,NA,NA,NA
0,4,4,-0.2760173345778515,-0.19353314569793348,-0.449260625235767,-0.17752852331720548,-0.06552095061340506,0,83,11,4,8,5,3
0,1,1,-1.2668365686040708,-0.19353314569793348,-0.449260625235767,-0.06954786008271732,0.4644717998393518,0,46,5,4,2,2,1
0,3,3,0.26442952034554085,0.39471544334258546,0.6010765194819366,0.6863167825586997,-0.8605100762925403,1,61,5,6,8,8,6
NA,NA,NA,NA,NA,NA,NA,NA,0,56,5,5,NA,NA,NA
0,3,3,-0.636315237860113,-0.19353314569793348,-1.0221717950817872,0.25439412962074714,-0.6838458261416214,1,36,13,4,3,5,4
NA,NA,NA,NA,NA,NA,NA,NA,0,24,12,6,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,35,12,3,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,0,27,11,NA,NA,NA,NA
0,4,4,0.6247274236278024,0.7476645967668968,0.21913573958458984,0.3623747928552353,0.2878075496884328,0,54,5,4,8,10,8
NA,NA,NA,NA,NA,NA,NA,NA,1,52,6,7,NA,NA,NA
-1,3,4,-0.0958683829367207,-0.0758834278898297,1.0785024943536201,-0.2855091865516936,0.022811174462054412,1,48,12,5,10,1,7
NA,NA,NA,NA,NA,NA,NA,NA,1,57,10,8,NA,NA,NA
