election,placebo,pintr,pintr_placebo,male,age,edu,ideology,O_sd,C_sd,E_sd,A_sd,N_sd,p09c64,p09c69
NA,0,NA,7,1,24,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,NA,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,4,0,50,4,2,-0.7498847095270236,0.523953664537635,0.3674167114835582,0.5928454749418971,-0.14225717697796647,2,5
NA,NA,0,NA,1,23,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,21,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,1,1,51,7,5,0.32194565528553626,0.19609044331498324,-0.16310076810315038,0.4159887852276018,0.2929008405723043,7,8
NA,NA,NA,2,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2,0,22,6,7,0.05398806408239635,-0.6235676097416465,-0.2957301379998273,-0.6451513530581715,0.43795351308906133,7,6
NA,NA,NA,2,0,19,1,4,0.9918396332933861,0.523953664537635,0.7653048211735893,0.2391320955133061,0.5830061856058181,10,10
NA,NA,0,1,0,31,4,5,0.32194565528553626,0.03215883270365715,-0.030471398206473158,-0.9988647324867624,-0.43236252201148023,10,5
NA,NA,NA,NA,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,5,0,58,5,5,0.05398806408239635,0.8518168857602868,0.6326754512769124,0.2391320955133061,0.7280588581225751,8,5
NA,NA,2,5,0,22,1,5,0.5899032464886761,0.19609044331498324,0.3674167114835582,-0.4682946633438758,0.0027954955387905684,9,8
NA,NA,5,8,1,20,0,0,-0.07999073151917374,-0.4596359991303204,0.7653048211735893,0.946558854370488,-0.28730984949472316,2,10
1,0,5,5,0,37,6,6,0.4559244508871063,0.360022053926309,0.5000460813802351,-0.4682946633438758,0.5830061856058181,6,10
NA,NA,9,8,1,38,10,7,-1.1518210963317335,-0.4596359991303204,-0.5609888777931816,-0.4682946633438758,-0.14225717697796647,2,2
NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,1,69,4,7,0.05398806408239635,0.19609044331498324,0.234787341586881,0.4159887852276018,0.0027954955387905684,6,7
NA,NA,7,9,0,71,4,8,0.5899032464886761,0.523953664537635,-0.030471398206473158,0.06227540579901044,0.2929008405723043,9,8
NA,NA,6,7,0,77,4,8,0.05398806408239635,-0.29570438851899467,-0.2957301379998273,0.7697021646561928,-0.28730984949472316,10,3
NA,NA,7,7,1,54,9,NA,0.7238820420902462,-0.29570438851899467,-0.2957301379998273,-0.2914379736295805,0.0027954955387905684,9,9
NA,NA,NA,8,0,48,6,4,0.857860837691816,0.360022053926309,0.3674167114835582,-0.11458128391528485,-0.5774151945282371,9,10
NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,6,0,66,2,5,0.5899032464886761,0.03215883270365715,0.3674167114835582,0.2391320955133061,-0.43236252201148023,9,8
0,NA,8,8,0,80,4,10,0.4559244508871063,0.8518168857602868,0.8979341910702665,0.7697021646561928,0.8731115306393318,10,6
NA,NA,10,10,1,68,10,4,0.18796685968396615,-0.6235676097416465,-0.4283595078965045,-0.6451513530581715,-0.14225717697796647,8,6
0,NA,8,9,0,63,4,5,-0.34794832272231363,0.6878852751489608,0.7653048211735893,0.7697021646561928,0.7280588581225751,5,5
NA,NA,3,3,0,30,4,5,0.4559244508871063,0.19609044331498324,0.3674167114835582,-0.2914379736295805,-0.14225717697796647,8,8
NA,NA,7,4,0,27,10,7,0.5899032464886761,-0.1317727779076686,0.6326754512769124,0.06227540579901044,-0.14225717697796647,9,8
NA,NA,NA,5,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,7,8,1,30,10,7,-0.4819271183238836,-0.1317727779076686,0.5000460813802351,0.06227540579901044,0.43795351308906133,6,3
NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,8,8,1,60,10,4,0.5899032464886761,0.03215883270365715,0.5000460813802351,-0.2914379736295805,0.1478481680555473,7,10
0,NA,1,1,0,49,6,4,0.9918396332933861,0.523953664537635,0.3674167114835582,0.2391320955133061,0.0027954955387905684,10,10
NA,NA,3,0,0,19,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,NA,3,0,17,0,NA,0.32194565528553626,-1.1153624415756243,0.10215797169020377,-0.11458128391528485,-1.0125732120785078,6,9
NA,0,6,7,1,50,10,6,-0.4819271183238836,0.360022053926309,-0.4283595078965045,0.06227540579901044,-0.14225717697796647,7,2
NA,NA,NA,NA,0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,0,0,73,1,8,-1.1518210963317335,0.6878852751489608,-0.5609888777931816,0.5928454749418971,0.8731115306393318,3,1
NA,NA,5,0,1,76,7,5,0.32194565528553626,0.6878852751489608,0.8979341910702665,-0.11458128391528485,0.2929008405723043,10,5
NA,NA,NA,3,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,0,67,6,6,0.32194565528553626,-0.29570438851899467,-0.030471398206473158,-0.11458128391528485,0.1478481680555473,10,5
NA,NA,0,0,1,62,4,8,-0.4819271183238836,-0.4596359991303204,-0.2957301379998273,0.4159887852276018,0.43795351308906133,7,2
NA,NA,NA,NA,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,5,5,1,50,7,3,-0.8838635051285936,-0.1317727779076686,-0.5609888777931816,0.5928454749418971,0.7280588581225751,3,3
NA,NA,NA,NA,0,47,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,NA,0,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,0,0,47,10,8,0.4559244508871063,0.6878852751489608,-0.030471398206473158,0.06227540579901044,0.0027954955387905684,8,8
NA,NA,10,10,1,40,7,5,0.05398806408239635,0.523953664537635,0.234787341586881,0.7697021646561928,-1.0125732120785078,8,5
NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,5,7,0,50,4,5,0.7238820420902462,0.8518168857602868,0.7653048211735893,0.946558854370488,0.5830061856058181,10,8
NA,1,7,9,1,48,9,3,0.7238820420902462,0.523953664537635,0.234787341586881,-0.11458128391528485,0.43795351308906133,9,9
NA,NA,6,4,0,53,6,6,0.18796685968396615,-0.4596359991303204,-0.6936182476898587,-0.6451513530581715,-0.5774151945282371,7,7
NA,1,8,7,1,52,7,5,-0.21396952712074355,-0.4596359991303204,-0.16310076810315038,-0.822008042772467,0.0027954955387905684,9,2
NA,NA,4,2,0,17,0,NA,-0.6159059139254536,-0.7874992203529724,0.5000460813802351,0.4159887852276018,0.2929008405723043,4,4
NA,1,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,9,0,73,4,4,0.18796685968396615,-0.4596359991303204,-0.16310076810315038,-0.2914379736295805,-0.14225717697796647,7,7
NA,0,8,10,1,77,4,0,0.9918396332933861,0.8518168857602868,0.8979341910702665,1.1234155440847837,1.018164203156089,10,10
NA,NA,5,7,0,68,1,3,-1.0178423007301636,0.19609044331498324,-0.16310076810315038,0.2391320955133061,0.0027954955387905684,2,3
NA,NA,7,5,0,41,2,NA,0.18796685968396615,-0.1317727779076686,0.234787341586881,-0.2914379736295805,-0.14225717697796647,7,7
NA,NA,5,6,1,41,7,7,0.18796685968396615,0.523953664537635,-0.2957301379998273,-0.11458128391528485,0.0027954955387905684,7,7
NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,2,1,42,8,6,-0.6159059139254536,-0.1317727779076686,-0.16310076810315038,0.2391320955133061,-0.14225717697796647,6,2
NA,NA,2,5,0,41,4,7,-1.0178423007301636,0.360022053926309,-0.5609888777931816,-0.4682946633438758,-0.5774151945282371,5,0
NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,1,66,10,7,-0.21396952712074355,0.03215883270365715,0.234787341586881,-0.11458128391528485,0.1478481680555473,7,4
0,NA,5,5,0,60,9,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,10,10,1,50,8,3,0.05398806408239635,-0.1317727779076686,0.10215797169020377,-0.4682946633438758,-0.14225717697796647,10,3
NA,NA,8,8,0,49,6,7,-0.4819271183238836,0.19609044331498324,0.6326754512769124,0.06227540579901044,0.2929008405723043,6,3
NA,NA,8,9,1,49,7,6,0.18796685968396615,0.523953664537635,0.7653048211735893,-0.11458128391528485,0.2929008405723043,8,6
0,NA,7,8,0,22,6,4,0.4559244508871063,0.360022053926309,0.7653048211735893,-0.4682946633438758,0.43795351308906133,9,7
1,NA,4,3,0,20,1,6,-0.6159059139254536,-0.1317727779076686,0.7653048211735893,0.06227540579901044,-0.722467867044994,5,3
NA,NA,3,NA,0,16,0,NA,0.5899032464886761,-0.4596359991303204,0.6326754512769124,0.06227540579901044,-0.722467867044994,10,7
NA,NA,5,3,0,76,1,5,-0.34794832272231363,0.523953664537635,0.5000460813802351,0.06227540579901044,NA,5,5
NA,NA,NA,NA,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,55,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,24,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,6,1,21,6,7,0.05398806408239635,-0.6235676097416465,-0.2957301379998273,-0.11458128391528485,0.43795351308906133,6,7
NA,NA,NA,NA,0,18,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,8,0,73,4,5,0.18796685968396615,0.03215883270365715,-0.6936182476898587,0.06227540579901044,-0.28730984949472316,6,8
NA,NA,6,8,1,71,3,4,0.05398806408239635,-1.1153624415756243,-0.4283595078965045,-0.4682946633438758,0.0027954955387905684,6,7
NA,NA,5,6,0,87,4,NA,0.05398806408239635,-0.29570438851899467,-0.5609888777931816,-1.529434801629649,-0.43236252201148023,5,8
NA,NA,8,8,1,85,7,5,-0.34794832272231363,0.19609044331498324,-0.8262476175865359,-1.529434801629649,-0.722467867044994,7,3
NA,NA,0,0,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,0,1,59,7,4,-0.4819271183238836,0.19609044331498324,-0.5609888777931816,0.2391320955133061,0.1478481680555473,8,1
1,NA,3,7,0,43,10,4,0.32194565528553626,0.360022053926309,0.6326754512769124,0.2391320955133061,-0.43236252201148023,7,8
0,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,10,9,1,55,10,4,0.32194565528553626,0.19609044331498324,-0.6936182476898587,-0.6451513530581715,0.2929008405723043,8,7
NA,NA,NA,NA,1,47,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,6,0,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,5,7,1,76,4,4,-0.34794832272231363,-0.1317727779076686,-0.2957301379998273,-0.4682946633438758,-0.28730984949472316,5,5
NA,NA,NA,5,0,72,4,5,0.18796685968396615,-0.1317727779076686,-0.16310076810315038,0.06227540579901044,-0.28730984949472316,7,7
NA,NA,7,8,1,55,1,4,-0.34794832272231363,NA,-0.030471398206473158,0.2391320955133061,0.1478481680555473,5,5
NA,NA,6,8,0,46,4,4,-0.34794832272231363,0.360022053926309,-0.4283595078965045,0.06227540579901044,0.2929008405723043,5,5
NA,NA,2,2,0,19,0,5,0.05398806408239635,0.03215883270365715,0.3674167114835582,-0.4682946633438758,-0.14225717697796647,8,5
0,NA,0,0,0,17,0,NA,0.9918396332933861,0.8518168857602868,0.8979341910702665,1.1234155440847837,0.43795351308906133,10,10
NA,NA,8,NA,1,72,4,7,-0.34794832272231363,-0.6235676097416465,-0.8262476175865359,0.2391320955133061,0.1478481680555473,10,0
NA,NA,NA,NA,0,70,1,5,-1.0178423007301636,0.523953664537635,0.8979341910702665,-0.4682946633438758,-0.28730984949472316,2,3
NA,NA,NA,NA,0,57,4,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,9,9,1,54,10,6,-0.4819271183238836,-0.1317727779076686,0.234787341586881,0.2391320955133061,-0.28730984949472316,4,5
NA,NA,NA,NA,1,23,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,4,4,0,37,8,5,0.05398806408239635,-0.1317727779076686,-0.030471398206473158,0.4159887852276018,-0.43236252201148023,5,8
0,NA,4,4,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,NA,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,0,0,69,6,5,-0.34794832272231363,0.360022053926309,0.8979341910702665,0.4159887852276018,0.2929008405723043,7,3
1,NA,5,4,1,68,10,8,-0.34794832272231363,0.360022053926309,0.234787341586881,0.06227540579901044,-0.5774151945282371,9,1
NA,NA,10,8,0,80,6,5,0.9918396332933861,0.03215883270365715,0.234787341586881,-0.2914379736295805,1.018164203156089,10,10
NA,NA,5,9,0,85,1,10,0.32194565528553626,0.8518168857602868,0.8979341910702665,1.1234155440847837,1.018164203156089,10,5
NA,NA,7,NA,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,10,NA,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,4,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,0,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,NA,1,47,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,5,0,46,4,7,0.18796685968396615,-0.4596359991303204,-0.030471398206473158,-0.6451513530581715,-0.43236252201148023,8,6
NA,NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,9,9,0,61,4,3,-0.07999073151917374,-0.29570438851899467,-0.030471398206473158,-0.11458128391528485,-0.28730984949472316,7,5
NA,NA,7,7,1,61,7,5,0.32194565528553626,-0.1317727779076686,0.6326754512769124,-0.11458128391528485,-0.14225717697796647,8,7
NA,NA,8,8,1,62,4,7,-0.07999073151917374,0.360022053926309,0.8979341910702665,-0.822008042772467,0.5830061856058181,8,4
NA,0,5,5,0,58,2,7,-0.07999073151917374,0.6878852751489608,0.8979341910702665,0.7697021646561928,0.43795351308906133,10,2
NA,NA,5,6,1,25,1,7,0.7238820420902462,-0.4596359991303204,0.5000460813802351,-0.11458128391528485,0.1478481680555473,10,8
NA,NA,8,5,0,84,1,6,0.32194565528553626,0.6878852751489608,-0.4283595078965045,0.4159887852276018,-0.28730984949472316,10,5
NA,0,6,0,1,83,1,7,0.7238820420902462,-0.7874992203529724,0.10215797169020377,0.06227540579901044,-1.0125732120785078,8,10
NA,NA,8,9,0,74,4,9,0.32194565528553626,-0.1317727779076686,0.5000460813802351,-0.11458128391528485,0.5830061856058181,7,8
NA,NA,9,9,1,67,7,8,-0.07999073151917374,0.19609044331498324,-0.4283595078965045,-0.6451513530581715,-0.28730984949472316,5,7
NA,NA,6,7,1,41,4,6,-0.21396952712074355,0.360022053926309,0.10215797169020377,-0.4682946633438758,0.43795351308906133,8,3
NA,NA,8,8,0,59,3,5,0.32194565528553626,0.523953664537635,0.7653048211735893,0.2391320955133061,0.8731115306393318,7,8
NA,NA,9,10,1,58,10,4,0.18796685968396615,0.360022053926309,-0.16310076810315038,-0.4682946633438758,0.5830061856058181,7,7
NA,NA,0,5,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,5,0,39,7,5,0.05398806408239635,0.19609044331498324,0.10215797169020377,0.06227540579901044,0.43795351308906133,5,8
NA,NA,NA,NA,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,0,78,1,NA,0.32194565528553626,0.19609044331498324,-0.2957301379998273,-0.9988647324867624,0.8731115306393318,9,6
NA,1,0,0,0,56,1,NA,0.32194565528553626,0.8518168857602868,0.8979341910702665,0.06227540579901044,0.43795351308906133,10,5
NA,NA,2,3,0,58,4,4,-0.34794832272231363,0.19609044331498324,-0.2957301379998273,0.06227540579901044,0.43795351308906133,5,5
NA,NA,0,0,0,61,4,5,-0.7498847095270236,0.523953664537635,0.10215797169020377,0.7697021646561928,0.8731115306393318,7,0
NA,NA,NA,5,1,22,1,5,-0.34794832272231363,-0.1317727779076686,-0.5609888777931816,-0.4682946633438758,0.0027954955387905684,7,3
NA,NA,2,NA,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,7,0,76,1,7,0.18796685968396615,-0.6235676097416465,-0.16310076810315038,0.5928454749418971,1.018164203156089,5,9
NA,NA,6,9,0,83,1,NA,-1.1518210963317335,-0.1317727779076686,0.6326754512769124,0.06227540579901044,-0.43236252201148023,1,3
NA,NA,7,7,1,47,10,7,0.05398806408239635,-0.7874992203529724,-0.4283595078965045,-0.6451513530581715,-0.5774151945282371,6,7
1,NA,5,7,0,43,6,4,0.5899032464886761,-0.1317727779076686,0.7653048211735893,0.06227540579901044,0.43795351308906133,9,8
NA,NA,5,6,0,22,0,5,0.18796685968396615,0.03215883270365715,0.5000460813802351,0.5928454749418971,-1.0125732120785078,8,6
NA,NA,6,5,0,18,1,4,0.32194565528553626,-0.7874992203529724,-0.030471398206473158,0.2391320955133061,-0.722467867044994,8,7
NA,1,5,7,1,77,4,3,-0.6159059139254536,-0.29570438851899467,0.8979341910702665,-0.6451513530581715,-0.43236252201148023,6,2
NA,NA,3,5,0,72,4,5,-0.07999073151917374,0.523953664537635,-0.6936182476898587,0.2391320955133061,0.43795351308906133,8,4
NA,NA,10,8,1,33,10,4,0.18796685968396615,-0.1317727779076686,0.10215797169020377,-0.11458128391528485,0.2929008405723043,8,6
NA,NA,8,10,1,20,0,9,0.05398806408239635,-0.9514308309642983,-0.6936182476898587,-0.822008042772467,0.2929008405723043,7,6
NA,NA,10,10,0,58,4,7,0.9918396332933861,0.360022053926309,0.3674167114835582,0.7697021646561928,0.1478481680555473,10,10
NA,NA,5,6,1,61,4,4,0.05398806408239635,-0.29570438851899467,-0.4283595078965045,0.06227540579901044,-0.5774151945282371,6,7
NA,NA,6,5,0,33,10,2,0.32194565528553626,-0.4596359991303204,-0.030471398206473158,0.2391320955133061,-0.43236252201148023,8,7
NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,5,0,66,4,5,0.857860837691816,0.523953664537635,-0.2957301379998273,0.5928454749418971,-0.14225717697796647,9,10
NA,NA,5,6,1,65,7,5,0.9918396332933861,-0.29570438851899467,0.8979341910702665,0.2391320955133061,0.7280588581225751,10,10
NA,NA,8,8,1,39,6,5,0.18796685968396615,-0.1317727779076686,0.3674167114835582,-0.6451513530581715,-0.867520539561751,10,4
0,NA,7,7,0,35,6,2,0.05398806408239635,0.523953664537635,-0.5609888777931816,-0.9988647324867624,0.0027954955387905684,3,10
NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,6,1,55,8,6,0.18796685968396615,-0.4596359991303204,0.7653048211735893,-0.4682946633438758,-0.14225717697796647,7,7
1,NA,8,6,0,49,10,6,0.9918396332933861,0.03215883270365715,0.5000460813802351,0.4159887852276018,-0.722467867044994,10,10
NA,1,8,8,0,42,4,2,0.7238820420902462,0.523953664537635,-0.16310076810315038,0.7697021646561928,1.018164203156089,8,10
NA,NA,NA,7,1,45,4,5,0.9918396332933861,0.19609044331498324,0.234787341586881,0.2391320955133061,1.018164203156089,10,10
NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,10,0,59,7,2,0.4559244508871063,0.03215883270365715,0.6326754512769124,0.4159887852276018,0.1478481680555473,9,7
1,NA,10,10,1,59,4,1,-0.07999073151917374,0.523953664537635,0.5000460813802351,0.5928454749418971,0.7280588581225751,7,5
NA,0,8,8,1,39,10,8,-0.6159059139254536,-0.29570438851899467,0.10215797169020377,0.2391320955133061,-0.28730984949472316,5,3
NA,NA,4,3,0,39,10,7,-0.34794832272231363,0.03215883270365715,0.10215797169020377,-0.2914379736295805,-0.43236252201148023,5,5
NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,5,7,0,80,4,5,0.5899032464886761,0.8518168857602868,-0.5609888777931816,0.5928454749418971,0.0027954955387905684,10,7
NA,NA,9,9,1,78,7,5,0.05398806408239635,0.523953664537635,0.234787341586881,0.06227540579901044,0.43795351308906133,8,5
NA,NA,3,2,0,74,1,8,-0.6159059139254536,0.360022053926309,-0.4283595078965045,0.2391320955133061,0.5830061856058181,5,3
NA,NA,NA,NA,1,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,0,59,4,NA,0.7238820420902462,0.8518168857602868,0.7653048211735893,1.1234155440847837,-0.28730984949472316,10,8
NA,1,3,5,0,59,4,5,0.9918396332933861,0.8518168857602868,-1.09150635737989,1.1234155440847837,1.018164203156089,10,10
NA,1,5,2,1,65,4,NA,-0.7498847095270236,-0.4596359991303204,-1.09150635737989,0.5928454749418971,0.43795351308906133,2,5
NA,NA,5,7,0,50,10,3,0.32194565528553626,0.03215883270365715,0.234787341586881,-0.2914379736295805,0.0027954955387905684,8,7
NA,NA,5,7,1,46,9,0,0.4559244508871063,0.19609044331498324,-0.16310076810315038,0.06227540579901044,0.2929008405723043,9,7
NA,NA,2,2,1,19,0,3,0.32194565528553626,-0.4596359991303204,0.6326754512769124,0.7697021646561928,-0.28730984949472316,9,6
1,1,0,0,0,17,1,NA,0.9918396332933861,0.03215883270365715,-0.16310076810315038,0.4159887852276018,0.7280588581225751,10,10
NA,NA,8,4,1,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,1,78,1,NA,-0.34794832272231363,NA,-0.2957301379998273,-0.2914379736295805,-0.14225717697796647,8,2
NA,NA,8,10,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,NA,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,7,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,6,0,65,4,2,-0.34794832272231363,0.19609044331498324,-0.2957301379998273,0.4159887852276018,-0.14225717697796647,6,4
1,NA,0,0,1,35,4,9,-0.6159059139254536,-0.1317727779076686,-0.030471398206473158,-0.11458128391528485,-0.722467867044994,8,0
NA,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,91,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,8,1,57,4,NA,0.05398806408239635,-0.4596359991303204,-0.4283595078965045,-0.4682946633438758,-0.5774151945282371,7,6
NA,NA,NA,5,1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,0,48,4,NA,0.5899032464886761,0.360022053926309,0.234787341586881,0.06227540579901044,0.7280588581225751,8,9
NA,NA,NA,NA,0,23,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,1,21,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,10,10,0,61,5,NA,-0.7498847095270236,0.19609044331498324,-0.6936182476898587,-0.11458128391528485,0.43795351308906133,5,2
1,NA,8,8,1,43,10,7,-0.07999073151917374,0.19609044331498324,-0.2957301379998273,-0.2914379736295805,0.0027954955387905684,8,4
NA,NA,5,4,0,56,4,7,-0.21396952712074355,-0.4596359991303204,-0.4283595078965045,-0.822008042772467,-0.14225717697796647,6,5
NA,NA,5,5,0,46,4,2,0.18796685968396615,0.523953664537635,0.5000460813802351,-0.2914379736295805,0.43795351308906133,5,9
NA,NA,0,NA,1,16,0,NA,-0.07999073151917374,-0.6235676097416465,-0.2957301379998273,-0.11458128391528485,-0.14225717697796647,7,5
NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,2,1,68,1,NA,-1.0178423007301636,0.360022053926309,0.10215797169020377,0.7697021646561928,0.2929008405723043,5,0
